Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Mon2/6,OKC,@,POR,W111-107,42,10,24,41.7,0,2,0.0,8,10,80.0,5,6,11,8,2,1,5,3,28,+1,2012.0
Sat2/4,OKC,@,SAS,L96-107,31,8,16,50.0,1,2,50.0,1,1,100.0,1,5,6,6,1,2,3,4,18,-26,2012.0
Fri2/3,OKC,vs,MEM,W101-94,42,6,18,33.3,1,2,50.0,8,9,88.9,2,0,2,7,0,1,5,1,21,+11,2012.0
Wed2/1,OKC,@,DAL,W95-86,37,11,24,45.8,2,4,50.0,9,10,90.0,1,5,6,4,2,1,6,4,33,+5,2012.0
Average,,,,,36.7,9.7,20.5,47.6,1.1,3.2,33.3,5.8,6.7,86.1,2.0,3.5,5.5,5.1,1.4,0.5,4.7,2.5,26.3,5.5,2012.0
Mon1/30,OKC,@,LAC,L100-112,38,13,26,50.0,0,3,0.0,5,6,83.3,2,2,4,4,5,1,6,1,31,-7,2012.0
Fri1/27,OKC,@,GSW,W120-109,41,10,20,50.0,1,2,50.0,7,9,77.8,2,4,6,11,7,0,7,1,28,+12,2012.0
Wed1/25,OKC,vs,NOH,W101-91,36,4,14,28.6,0,2,0.0,6,9,66.7,0,1,1,5,3,0,7,3,14,+13,2012.0
Mon1/23,OKC,vs,DET,W99-79,30,11,17,64.7,0,2,0.0,2,2,100.0,3,2,5,6,0,0,2,0,24,+22,2012.0
Sat1/21,OKC,@,NJN,W84-74,36,9,21,42.9,1,3,33.3,2,4,50.0,0,3,3,6,2,1,3,3,21,+8,2012.0
Wed1/18,OKC,@,WAS,L102-105,38,14,26,53.8,0,2,0.0,8,9,88.9,1,4,5,7,1,0,3,5,36,+3,2012.0
Mon1/16,OKC,@,BOS,W97-88,40,9,18,50.0,3,4,75.0,5,6,83.3,2,5,7,4,3,0,4,1,26,+6,2012.0
Sat1/14,OKC,vs,NYK,W104-92,28,6,12,50.0,2,3,66.7,7,8,87.5,1,7,8,8,3,0,2,1,21,+29,2012.0
Wed1/11,OKC,@,NOH,W95-85,34,9,20,45.0,0,2,0.0,4,6,66.7,2,0,2,7,3,0,2,1,22,+7,2012.0
Tue1/10,OKC,@,MEM,W100-95,38,12,20,60.0,0,1,0.0,6,10,60.0,2,4,6,4,0,1,2,2,30,+11,2012.0
Sun1/8,OKC,vs,SAS,W108-96,25,5,13,38.5,1,3,33.3,2,2,100.0,1,3,4,5,0,1,2,1,13,+8,2012.0
Sat1/7,OKC,@,HOU,W98-95,40,10,20,50.0,1,2,50.0,4,4,100.0,0,4,4,6,0,0,3,2,25,+4,2012.0
Fri1/6,OKC,vs,HOU,W109-94,25,6,12,50.0,0,2,0.0,3,4,75.0,1,2,3,5,2,0,3,3,15,+11,2012.0
Tue1/3,OKC,vs,POR,L93-103,39,8,18,44.4,1,3,33.3,5,7,71.4,1,5,6,8,1,0,3,3,22,-9,2012.0
Mon1/2,OKC,@,DAL,L87-100,35,8,20,40.0,0,2,0.0,2,4,50.0,1,7,8,3,3,0,2,0,18,-4,2012.0
Average,,,,,34.8,8.9,18.5,48.4,0.7,2.4,27.8,4.5,6.0,75.6,1.3,3.5,4.8,5.9,2.2,0.3,3.4,1.8,23.1,7.6,2012.0
Sat12/31,OKC,vs,PHX,W107-97,25,8,14,57.1,0,1,0.0,2,2,100.0,0,2,2,4,2,0,2,1,18,+7,2012.0
Thu12/29,OKC,vs,DAL,W104-102,31,6,15,40.0,0,1,0.0,4,6,66.7,2,2,4,4,2,0,7,2,16,-5,2012.0
Wed12/28,OKC,@,MEM,W98-95,31,0,13,0.0,0,2,0.0,4,4,100.0,0,3,3,6,0,0,4,3,4,+1,2012.0
Mon12/26,OKC,@,MIN,W104-100,36,10,21,47.6,0,2,0.0,8,8,100.0,2,4,6,6,3,0,7,4,28,+10,2012.0
Sun12/25,OKC,vs,ORL,W97-89,34,6,17,35.3,1,2,50.0,1,1,100.0,1,6,7,6,3,0,7,5,14,-5,2012.0
Average,,,,,31.6,6.0,16.0,37.5,0.2,1.6,12.5,3.8,4.2,90.5,1.0,3.4,4.4,5.2,2.0,0.0,5.4,3.0,16.0,1.6,2012.0
Wed4/24,OKC,vs,HOU,W105-102,37,10,26,38.5,1,7,14.3,8,10,80.0,1,4,5,4,4,0,4,3,29,+1,2013.0
Sun4/21,OKC,vs,HOU,W120-91,30,7,15,46.7,1,2,50.0,4,4,100.0,0,8,8,10,2,0,4,2,19,+29,2013.0
Average,,,,,33.8,8.5,20.5,41.5,1.0,4.5,22.2,6.0,7.0,85.7,0.5,6.0,6.5,7.0,3.0,0.0,4.0,2.5,24.0,15.0,2013.0
Wed4/17,OKC,vs,MIL,L89-95,7,2,5,40.0,0,0,,0,0,,0,0,0,3,0,0,0,0,4,+10,2013.0
Mon4/15,OKC,vs,SAC,W104-95,36,8,19,42.1,2,5,40.0,3,4,75.0,1,4,5,8,3,0,4,2,21,+16,2013.0
Fri4/12,OKC,@,POR,W106-90,31,10,18,55.6,2,4,50.0,11,12,91.7,0,1,1,2,3,1,3,3,33,+26,2013.0
Thu4/11,OKC,@,GSW,W116-97,30,7,17,41.2,1,5,20.0,3,4,75.0,2,1,3,9,0,2,6,1,18,+12,2013.0
Tue4/9,OKC,@,UTA,W90-80,37,8,21,38.1,2,5,40.0,7,8,87.5,1,4,5,2,3,0,1,2,25,+8,2013.0
Sun4/7,OKC,vs,NYK,L120-125,34,15,27,55.6,2,4,50.0,5,6,83.3,4,7,11,8,1,0,1,1,37,-5,2013.0
Fri4/5,OKC,@,IND,W97-75,34,10,24,41.7,0,3,0.0,4,6,66.7,2,5,7,9,1,0,2,4,24,+16,2013.0
Thu4/4,OKC,vs,SAS,W100-88,35,9,21,42.9,2,6,33.3,7,7,100.0,2,5,7,7,3,0,3,0,27,-2,2013.0
Average,,,,,30.6,8.6,19.0,45.4,1.4,4.0,34.4,5.0,5.9,85.1,1.5,3.4,4.9,6.0,1.8,0.4,2.5,1.6,23.6,10.1,2013.0
Sat3/30,OKC,@,MIL,W109-99,37,6,18,33.3,1,4,25.0,10,14,71.4,2,11,13,10,3,1,5,4,23,+7,2013.0
Fri3/29,OKC,@,MIN,L93-101,32,7,17,41.2,1,2,50.0,3,5,60.0,1,3,4,9,0,0,2,5,18,-3,2013.0
Wed3/27,OKC,vs,WAS,W103-80,25,5,8,62.5,1,1,100.0,10,11,90.9,0,4,4,4,0,0,4,2,21,+10,2013.0
Sun3/24,OKC,vs,POR,W103-83,34,9,18,50.0,0,2,0.0,3,5,60.0,0,4,4,9,1,0,2,2,21,+17,2013.0
Fri3/22,OKC,@,ORL,W97-89,35,7,17,41.2,0,2,0.0,5,7,71.4,0,6,6,9,2,2,3,3,19,+7,2013.0
Wed3/20,OKC,@,MEM,L89-90,41,7,25,28.0,0,6,0.0,6,8,75.0,2,2,4,3,3,0,2,4,20,-12,2013.0
Tue3/19,OKC,vs,DEN,L104-114,37,10,21,47.6,0,4,0.0,5,7,71.4,0,4,4,6,1,0,1,5,25,-8,2013.0
Sun3/17,OKC,@,DAL,W107-101,37,13,23,56.5,0,4,0.0,9,9,100.0,3,3,6,6,2,1,5,3,35,+8,2013.0
Fri3/15,OKC,vs,ORL,W117-104,37,8,19,42.1,3,6,50.0,4,5,80.0,1,5,6,6,0,0,0,0,23,-2,2013.0
Wed3/13,OKC,vs,UTA,W110-87,28,6,11,54.5,0,1,0.0,7,9,77.8,1,6,7,9,1,1,5,0,19,+17,2013.0
Mon3/11,OKC,@,SAS,L93-105,38,11,27,40.7,1,3,33.3,2,3,66.7,4,2,6,6,2,0,4,3,25,+6,2013.0
Sun3/10,OKC,vs,BOS,W91-79,34,5,11,45.5,1,2,50.0,4,6,66.7,0,1,1,2,2,1,3,4,15,+5,2013.0
Fri3/8,OKC,@,CHA,W116-94,25,5,11,45.5,1,3,33.3,0,0,,1,2,3,5,1,0,1,1,11,+7,2013.0
Thu3/7,OKC,@,NYK,W95-94,36,8,22,36.4,1,4,25.0,4,6,66.7,1,5,6,5,2,0,5,3,21,-7,2013.0
Tue3/5,OKC,vs,LAL,W122-105,36,15,29,51.7,0,2,0.0,7,8,87.5,4,6,10,5,2,0,1,1,37,+11,2013.0
Sun3/3,OKC,@,LAC,W108-104,40,11,20,55.0,0,2,0.0,7,10,70.0,1,5,6,10,1,0,3,2,29,+13,2013.0
Fri3/1,OKC,@,DEN,L103-105,38,12,23,52.2,2,4,50.0,12,17,70.6,0,6,6,5,2,0,3,2,38,+6,2013.0
Average,,,,,34.6,8.5,18.8,45.3,0.7,3.1,23.1,5.8,7.6,75.4,1.2,4.4,5.6,6.4,1.5,0.4,2.9,2.6,23.5,4.8,2013.0
Wed2/27,OKC,vs,NOH,W119-74,26,8,17,47.1,1,3,33.3,12,12,100.0,1,2,3,3,0,0,0,0,29,+32,2013.0
Sun2/24,OKC,vs,CHI,W102-72,32,10,17,58.8,1,2,50.0,2,2,100.0,0,1,1,3,1,0,3,2,23,+27,2013.0
Fri2/22,OKC,vs,MIN,W127-111,35,13,22,59.1,2,2,100.0,9,9,100.0,0,7,7,9,1,1,5,2,37,+14,2013.0
Wed2/20,OKC,@,HOU,L119-122,42,8,20,40.0,3,5,60.0,9,10,90.0,3,7,10,8,1,0,7,3,28,-9,2013.0
Thu2/14,OKC,vs,MIA,L100-110,44,7,19,36.8,0,1,0.0,12,13,92.3,0,5,5,10,1,1,6,5,26,-8,2013.0
Tue2/12,OKC,@,UTA,L94-109,32,8,14,57.1,2,3,66.7,4,8,50.0,2,1,3,5,0,0,7,1,22,-13,2013.0
Sun2/10,OKC,@,PHX,W97-69,28,8,15,53.3,2,3,66.7,6,8,75.0,0,1,1,6,4,0,4,0,24,+24,2013.0
Fri2/8,OKC,vs,PHX,W127-96,25,8,14,57.1,1,2,50.0,0,2,0.0,2,3,5,6,2,1,3,3,17,+23,2013.0
Wed2/6,OKC,vs,GSW,W119-98,30,8,19,42.1,0,3,0.0,6,8,75.0,0,3,3,5,4,1,2,0,22,+4,2013.0
Mon2/4,OKC,vs,DAL,W112-91,29,8,16,50.0,0,1,0.0,8,9,88.9,0,3,3,7,3,0,3,2,24,+16,2013.0
Sat2/2,OKC,@,CLE,L110-115,35,12,22,54.5,0,2,0.0,4,5,80.0,0,2,2,5,3,0,1,4,28,+6,2013.0
Average,,,,,32.5,8.9,17.7,50.3,1.1,2.5,44.4,6.5,7.8,83.7,0.7,3.2,3.9,6.1,1.8,0.4,3.7,2.0,25.5,10.5,2013.0
Thu1/31,OKC,vs,MEM,W106-89,31,9,17,52.9,1,4,25.0,2,2,100.0,1,8,9,6,1,0,5,0,21,+21,2013.0
Sun1/27,OKC,@,LAL,L96-105,39,6,22,27.3,1,5,20.0,4,6,66.7,4,5,9,13,2,0,4,5,17,-11,2013.0
Fri1/25,OKC,@,SAC,W105-95,32,7,18,38.9,1,4,25.0,3,4,75.0,0,4,4,14,1,0,4,3,18,+15,2013.0
Wed1/23,OKC,@,GSW,L99-104,36,3,16,18.8,0,5,0.0,4,6,66.7,0,5,5,4,1,0,6,2,10,-12,2013.0
Tue1/22,OKC,@,LAC,W109-97,38,9,19,47.4,3,6,50.0,5,5,100.0,0,4,4,6,1,0,5,3,26,0,2013.0
Sun1/20,OKC,@,DEN,L118-121,48,10,26,38.5,1,7,14.3,15,17,88.2,2,6,8,9,0,0,7,4,36,-1,2013.0
Fri1/18,OKC,@,DAL,W117-114,45,12,26,46.2,0,3,0.0,7,9,77.8,4,2,6,6,1,0,4,1,31,+6,2013.0
Wed1/16,OKC,vs,DEN,W117-97,28,12,20,60.0,0,1,0.0,8,9,88.9,2,0,2,4,1,0,0,0,32,+17,2013.0
Mon1/14,OKC,@,PHX,W102-90,36,14,24,58.3,1,3,33.3,7,9,77.8,2,6,8,5,2,0,1,2,36,+14,2013.0
Sun1/13,OKC,@,POR,W87-83,34,5,21,23.8,1,5,20.0,7,9,77.8,2,6,8,9,0,0,3,1,18,+10,2013.0
Fri1/11,OKC,@,LAL,W116-101,35,10,21,47.6,1,5,20.0,6,8,75.0,2,5,7,10,2,1,3,3,27,+28,2013.0
Wed1/9,OKC,vs,MIN,W106-84,30,7,14,50.0,3,4,75.0,6,7,85.7,1,7,8,7,1,0,1,1,23,+22,2013.0
Mon1/7,OKC,@,WAS,L99-101,40,4,17,23.5,1,6,16.7,8,10,80.0,2,2,4,8,3,0,2,1,17,0,2013.0
Sun1/6,OKC,@,TOR,W104-92,35,8,17,47.1,1,3,33.3,6,6,100.0,0,4,4,7,3,0,5,1,23,+15,2013.0
Fri1/4,OKC,vs,PHI,W109-85,34,10,17,58.8,4,4,100.0,3,4,75.0,0,3,3,5,1,0,6,0,27,+12,2013.0
Wed1/2,OKC,vs,BKN,L93-110,42,11,19,57.9,1,2,50.0,3,4,75.0,0,2,2,10,3,0,6,4,26,-12,2013.0
Average,,,,,36.4,8.6,19.6,43.6,1.3,4.2,29.9,5.9,7.2,81.7,1.4,4.3,5.7,7.7,1.4,0.1,3.9,1.9,24.3,7.8,2013.0
Mon12/31,OKC,vs,PHX,W114-96,33,7,16,43.8,1,2,50.0,9,11,81.8,3,4,7,9,1,0,1,2,24,+6,2013.0
Sat12/29,OKC,@,HOU,W124-94,30,11,22,50.0,2,5,40.0,4,5,80.0,2,6,8,8,3,0,5,0,28,+20,2013.0
Thu12/27,OKC,vs,DAL,W111-105,42,7,20,35.0,0,3,0.0,2,3,66.7,1,5,6,10,3,1,2,5,16,+7,2013.0
Tue12/25,OKC,@,MIA,L97-103,43,5,19,26.3,1,4,25.0,10,12,83.3,6,5,11,3,2,0,5,4,21,-9,2013.0
Thu12/20,OKC,@,MIN,L93-99,44,9,28,32.1,1,6,16.7,11,13,84.6,4,7,11,9,3,0,8,3,30,-6,2013.0
Wed12/19,OKC,@,ATL,W100-92,39,9,21,42.9,1,4,25.0,8,8,100.0,1,2,3,11,2,1,3,2,27,+4,2013.0
Mon12/17,OKC,vs,SAS,W107-93,37,6,18,33.3,1,2,50.0,9,11,81.8,1,5,6,9,3,0,1,2,22,+15,2013.0
Fri12/14,OKC,vs,SAC,W113-103,32,4,13,30.8,1,4,25.0,4,4,100.0,0,2,2,13,3,1,3,1,13,+5,2013.0
Wed12/12,OKC,vs,NOH,W92-88,37,4,14,28.6,1,1,100.0,5,8,62.5,3,1,4,9,0,0,2,4,14,-10,2013.0
Sun12/9,OKC,vs,IND,W104-93,34,7,17,41.2,1,3,33.3,6,7,85.7,2,5,7,6,2,2,2,0,21,+6,2013.0
Fri12/7,OKC,vs,LAL,W114-108,40,12,26,46.2,5,8,62.5,4,6,66.7,0,1,1,8,1,0,2,3,33,+7,2013.0
Tue12/4,OKC,@,BKN,W117-111,34,9,17,52.9,1,5,20.0,6,8,75.0,0,2,2,9,3,0,5,5,25,+4,2013.0
Sat12/1,OKC,@,NOH,W100-79,30,8,18,44.4,2,3,66.7,0,0,,2,3,5,10,3,1,5,3,18,+16,2013.0
Average,,,,,36.5,7.5,19.2,39.4,1.4,3.8,36.0,6.0,7.4,81.3,1.9,3.7,5.6,8.8,2.2,0.5,3.4,2.6,22.5,5.0,2013.0
Fri11/30,OKC,vs,UTA,W106-94,39,6,18,33.3,3,5,60.0,8,10,80.0,3,10,13,8,7,0,8,3,23,+27,2013.0
Wed11/28,OKC,vs,HOU,W120-98,36,6,15,40.0,0,3,0.0,2,5,40.0,1,4,5,9,3,1,5,2,14,+7,2013.0
Mon11/26,OKC,vs,CHA,W114-69,22,4,8,50.0,0,2,0.0,4,4,100.0,0,2,2,11,2,0,2,2,12,+41,2013.0
Sat11/24,OKC,@,PHI,W116-109,42,11,23,47.8,2,5,40.0,6,6,100.0,1,4,5,9,2,1,3,2,30,+8,2013.0
Fri11/23,OKC,@,BOS,L100-108,38,10,21,47.6,2,7,28.6,4,4,100.0,0,7,7,8,2,1,5,4,26,+7,2013.0
Wed11/21,OKC,vs,LAC,W117-111,42,8,20,40.0,3,5,60.0,4,6,66.7,1,2,3,9,0,0,3,3,23,+8,2013.0
Sun11/18,OKC,vs,GSW,W119-109,36,12,22,54.5,2,2,100.0,4,5,80.0,1,1,2,7,5,0,1,0,30,+20,2013.0
Fri11/16,OKC,@,NOH,W110-95,28,3,11,27.3,0,4,0.0,4,6,66.7,1,1,2,12,1,0,2,4,10,+18,2013.0
Wed11/14,OKC,vs,MEM,L97-107,43,6,19,31.6,2,6,33.3,3,5,60.0,2,4,6,13,2,0,2,3,17,-7,2013.0
Mon11/12,OKC,@,DET,W92-90,44,11,25,44.0,0,3,0.0,11,15,73.3,4,6,10,4,3,0,2,1,33,+9,2013.0
Sun11/11,OKC,vs,CLE,W106-91,40,10,16,62.5,4,6,66.7,3,4,75.0,1,5,6,10,4,0,8,5,27,+11,2013.0
Fri11/9,OKC,vs,DET,W105-94,31,3,10,30.0,1,2,50.0,3,4,75.0,2,2,4,6,1,0,3,2,10,-4,2013.0
Thu11/8,OKC,@,CHI,W97-91,36,7,22,31.8,1,7,14.3,1,1,100.0,1,1,2,12,1,0,2,4,16,-4,2013.0
Tue11/6,OKC,vs,TOR,W108-88,29,5,12,41.7,2,4,50.0,7,8,87.5,0,1,1,8,1,1,1,2,19,+21,2013.0
Sun11/4,OKC,vs,ATL,L95-104,36,5,18,27.8,2,6,33.3,2,2,100.0,1,4,5,9,0,0,3,4,14,-5,2013.0
Fri11/2,OKC,vs,POR,W106-92,35,13,24,54.2,0,2,0.0,6,8,75.0,1,4,5,6,0,0,1,1,32,+7,2013.0
Thu11/1,OKC,@,SAS,L84-86,37,6,21,28.6,0,3,0.0,6,8,75.0,3,5,8,5,0,0,6,3,18,+2,2013.0
Average,,,,,36.1,7.4,17.9,41.3,1.4,4.2,33.3,4.6,5.9,77.2,1.4,3.7,5.1,8.6,2.0,0.2,3.4,2.6,20.8,9.8,2013.0
Sat5/31,OKC,vs,SAS,L107-112,44,8,23,34.8,1,6,16.7,17,18,94.4,0,7,7,8,6,0,7,5,34,+12,2014.0
Thu5/29,OKC,@,SAS,L89-117,31,6,12,50.0,2,6,33.3,7,9,77.8,0,4,4,7,3,0,2,3,21,-16,2014.0
Tue5/27,OKC,vs,SAS,W105-92,45,12,24,50.0,2,5,40.0,14,14,100.0,1,4,5,10,5,1,3,4,40,+14,2014.0
Sun5/25,OKC,vs,SAS,W106-97,36,8,19,42.1,2,6,33.3,8,8,100.0,3,5,8,7,3,1,5,4,26,+15,2014.0
Wed5/21,OKC,@,SAS,L77-112,29,7,24,29.2,1,5,20.0,0,0,,3,2,5,5,2,0,3,2,15,-32,2014.0
Mon5/19,OKC,@,SAS,L105-122,36,9,21,42.9,1,4,25.0,6,8,75.0,2,3,5,7,0,0,4,3,25,-13,2014.0
Average,,,,,36.9,8.3,20.5,40.7,1.5,5.3,28.1,8.7,9.5,91.2,1.5,4.2,5.7,7.3,3.2,0.3,4.0,3.5,26.8,-3.3,2014.0
Thu5/15,OKC,@,LAC,W104-98,39,4,15,26.7,0,4,0.0,11,12,91.7,1,2,3,12,2,0,5,5,19,+12,2014.0
Tue5/13,OKC,vs,LAC,W105-104,43,11,23,47.8,2,6,33.3,14,16,87.5,1,4,5,6,3,0,4,3,38,-6,2014.0
Sun5/11,OKC,@,LAC,L99-101,39,10,22,45.5,1,4,25.0,6,6,100.0,1,5,6,8,3,0,4,5,27,+1,2014.0
Fri5/9,OKC,@,LAC,W118-112,37,7,14,50.0,2,3,66.7,7,8,87.5,2,6,8,13,0,0,2,3,23,+3,2014.0
Wed5/7,OKC,vs,LAC,W112-101,41,13,22,59.1,2,4,50.0,3,5,60.0,6,4,10,10,3,0,4,3,31,+14,2014.0
Mon5/5,OKC,vs,LAC,L105-122,30,9,14,64.3,2,5,40.0,9,10,90.0,2,2,4,4,0,0,6,2,29,-16,2014.0
Average,,,,,38.2,9.0,18.3,49.1,1.5,4.3,34.6,8.3,9.5,87.7,2.2,3.8,6.0,8.8,1.8,0.0,4.2,3.5,27.8,1.3,2014.0
Sat5/3,OKC,vs,MEM,W120-109,39,10,16,62.5,2,2,100.0,5,6,83.3,4,6,10,16,2,1,7,3,27,+22,2014.0
Thu5/1,OKC,@,MEM,W104-84,39,9,21,42.9,1,2,50.0,6,6,100.0,2,7,9,5,3,0,4,2,25,+21,2014.0
Tue4/29,OKC,vs,MEM,L99-100,48,10,31,32.3,1,7,14.3,9,9,100.0,5,5,10,13,1,1,4,2,30,+1,2014.0
Sat4/26,OKC,@,MEM,W92-89,44,6,24,25.0,1,6,16.7,2,2,100.0,5,4,9,7,3,1,7,3,15,+5,2014.0
Thu4/24,OKC,@,MEM,L95-98,39,9,26,34.6,4,13,30.8,8,12,66.7,4,9,13,2,1,0,4,4,30,-1,2014.0
Mon4/21,OKC,vs,MEM,L105-111,43,11,28,39.3,1,7,14.3,6,8,75.0,2,5,7,8,1,1,3,5,29,-1,2014.0
Sat4/19,OKC,vs,MEM,W100-86,33,8,19,42.1,0,5,0.0,7,7,100.0,1,9,10,5,0,0,5,1,23,+6,2014.0
Average,,,,,40.7,9.0,23.6,38.2,1.4,6.0,23.8,6.1,7.1,86.0,3.3,6.4,9.7,8.0,1.6,0.6,4.9,2.9,25.6,7.6,2014.0
Wed4/16,OKC,vs,DET,W112-111,34,5,15,33.3,0,3,0.0,12,15,80.0,3,3,6,8,6,0,4,3,22,+7,2014.0
Sun4/13,OKC,@,IND,L97-102,33,7,23,30.4,3,10,30.0,4,5,80.0,4,5,9,7,1,0,4,2,21,+4,2014.0
Fri4/11,OKC,vs,NOP,W116-94,28,10,17,58.8,0,2,0.0,4,4,100.0,2,3,5,7,0,1,1,2,24,+14,2014.0
Wed4/9,OKC,@,LAC,W107-101,33,12,24,50.0,0,3,0.0,6,8,75.0,3,8,11,6,2,0,1,2,30,+15,2014.0
Sun4/6,OKC,@,PHX,L115-122,33,12,26,46.2,2,9,22.2,7,8,87.5,1,3,4,8,0,2,5,6,33,-9,2014.0
Thu4/3,OKC,vs,SAS,W106-94,31,10,20,50.0,1,4,25.0,6,6,100.0,0,1,1,6,4,0,2,1,27,+2,2014.0
Average,,,,,32.1,9.3,20.8,44.8,1.0,5.2,19.4,6.5,7.7,84.8,2.2,3.8,6.0,7.0,2.2,0.5,2.8,2.7,26.2,5.5,2014.0
Sun3/30,OKC,vs,UTA,W116-96,25,5,11,45.5,0,2,0.0,9,9,100.0,0,5,5,4,1,0,2,3,19,+19,2014.0
Fri3/28,OKC,vs,SAC,W94-81,24,7,12,58.3,0,2,0.0,4,4,100.0,0,5,5,6,0,0,4,2,18,+14,2014.0
Tue3/25,OKC,@,DAL,L119-128,33,8,18,44.4,2,6,33.3,5,6,83.3,1,6,7,8,3,0,8,5,23,-16,2014.0
Fri3/21,OKC,@,TOR,W119-118,19,5,13,38.5,1,4,25.0,4,4,100.0,1,2,3,1,1,0,3,0,15,+2,2014.0
Mon3/17,OKC,@,CHI,W97-85,28,5,14,35.7,3,7,42.9,4,6,66.7,0,9,9,9,0,0,2,4,17,+22,2014.0
Thu3/13,OKC,vs,LAL,W131-102,23,9,17,52.9,4,7,57.1,7,9,77.8,1,1,2,9,3,1,3,2,29,+17,2014.0
Tue3/11,OKC,vs,HOU,W106-98,30,6,14,42.9,1,4,25.0,11,14,78.6,0,4,4,7,4,0,5,2,24,+5,2014.0
Sun3/9,OKC,@,LAL,L110-114,31,7,23,30.4,2,10,20.0,4,5,80.0,3,4,7,8,3,0,8,4,20,-7,2014.0
Thu3/6,OKC,@,PHX,L122-128,30,13,22,59.1,4,9,44.4,6,6,100.0,2,7,9,9,4,0,3,1,36,+16,2014.0
Tue3/4,OKC,vs,PHI,W125-92,20,4,9,44.4,1,3,33.3,4,4,100.0,1,9,10,14,3,0,6,2,13,+25,2014.0
Sun3/2,OKC,vs,CHA,W116-99,25,10,12,83.3,4,5,80.0,2,2,100.0,0,2,2,5,2,0,5,2,26,+17,2014.0
Average,,,,,26.3,7.2,15.0,47.9,2.0,5.4,37.3,5.5,6.3,87.0,0.8,4.9,5.7,7.3,2.2,0.1,4.5,2.5,21.8,10.4,2014.0
Fri2/28,OKC,vs,MEM,W113-107,29,7,12,58.3,1,2,50.0,6,7,85.7,0,2,2,6,3,0,1,1,21,+4,2014.0
Wed2/26,OKC,vs,CLE,L104-114,30,8,17,47.1,3,6,50.0,5,5,100.0,1,2,3,9,0,0,3,1,24,+1,2014.0
Sun2/23,OKC,vs,LAC,L117-125,25,3,13,23.1,2,4,50.0,5,6,83.3,2,3,5,6,1,0,3,5,13,-14,2014.0
Thu2/20,OKC,vs,MIA,L81-103,24,3,11,27.3,0,2,0.0,8,10,80.0,3,2,5,2,3,0,4,1,14,-10,2014.0
Average,,,,,27.0,5.3,13.3,39.6,1.5,3.5,42.9,6.0,7.0,85.7,1.5,2.3,3.8,5.8,1.8,0.0,2.8,2.0,18.0,-4.8,2014.0
Wed12/25,OKC,@,NYK,W123-94,29,5,15,33.3,1,3,33.3,3,4,75.0,1,12,13,10,1,1,2,2,14,+17,2014.0
Sun12/22,OKC,vs,TOR,L98-104,35,8,17,47.1,1,2,50.0,10,11,90.9,1,8,9,5,2,0,5,2,27,-6,2014.0
Sat12/21,OKC,@,SAS,W113-100,34,13,22,59.1,2,5,40.0,3,3,100.0,2,2,4,8,0,0,3,1,31,+5,2014.0
Thu12/19,OKC,vs,CHI,W107-95,28,7,12,58.3,0,0,,6,7,85.7,0,2,2,10,1,0,5,4,20,+8,2014.0
Tue12/17,OKC,@,DEN,W105-93,36,9,16,56.3,1,4,25.0,2,4,50.0,1,12,13,8,0,0,8,1,21,+5,2014.0
Sun12/15,OKC,vs,ORL,W101-98,33,7,22,31.8,0,5,0.0,6,6,100.0,3,9,12,6,2,1,5,1,20,-4,2014.0
Fri12/13,OKC,vs,LAL,W122-97,31,7,19,36.8,1,4,25.0,4,4,100.0,0,8,8,12,2,0,3,3,19,+22,2014.0
Wed12/11,OKC,@,MEM,W116-100,27,7,12,58.3,2,5,40.0,11,11,100.0,1,5,6,9,2,0,3,1,27,+22,2014.0
Tue12/10,OKC,@,ATL,W101-92,35,6,21,28.6,1,6,16.7,1,2,50.0,0,9,9,11,4,0,4,1,14,+8,2014.0
Sun12/8,OKC,vs,IND,W118-94,32,11,17,64.7,1,6,16.7,3,3,100.0,1,6,7,13,1,0,5,2,26,+24,2014.0
Fri12/6,OKC,@,NOP,W109-95,34,8,16,50.0,3,8,37.5,6,7,85.7,0,1,1,4,4,0,4,2,25,+14,2014.0
Wed12/4,OKC,@,POR,L104-111,30,7,17,41.2,2,4,50.0,5,5,100.0,1,2,3,5,0,0,3,2,21,-10,2014.0
Tue12/3,OKC,@,SAC,W97-95,32,7,19,36.8,1,5,20.0,0,0,,3,5,8,7,1,0,7,1,15,-10,2014.0
Sun12/1,OKC,vs,MIN,W113-103,32,7,15,46.7,4,7,57.1,1,2,50.0,1,1,2,5,3,1,1,3,19,-6,2014.0
Average,,,,,32.0,7.8,17.1,45.4,1.4,4.6,31.3,4.4,4.9,88.4,1.1,5.9,6.9,8.1,1.6,0.2,4.1,1.9,21.4,6.4,2014.0
Fri11/29,OKC,vs,GSW,W113-112,42,10,25,40.0,2,5,40.0,12,15,80.0,0,1,1,7,5,0,1,2,34,+1,2014.0
Wed11/27,OKC,vs,SAS,W94-88,32,2,16,12.5,0,5,0.0,2,4,50.0,0,3,3,8,2,0,2,3,6,+2,2014.0
Thu11/21,OKC,vs,LAC,W105-91,31,5,13,38.5,0,6,0.0,2,3,66.7,0,6,6,5,1,0,3,3,12,+1,2014.0
Mon11/18,OKC,vs,DEN,W115-113,38,10,25,40.0,3,4,75.0,7,10,70.0,2,10,12,7,0,0,5,2,30,+5,2014.0
