Date,Team,Versus,Opponent,Score,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year
Average,,,,,35.0,6.0,15.5,38.7,0.0,2.5,0.0,7.0,8.5,82.4,3.0,8.0,11.0,10.0,2.0,1.0,3.5,3.5,19.0,5.5,2021.0
Sun5/16,WAS,vs,CHA,W115-110,40,6,15,40.0,2,8,25.0,9,12,75.0,3,12,15,10,1,0,3,4,23,+9,2021.0
Fri5/14,WAS,vs,CLE,W120-105,40,7,18,38.9,1,5,20.0,6,8,75.0,0,12,12,17,3,0,1,2,21,+20,2021.0
Wed5/12,WAS,@,ATL,L116-120,40,12,28,42.9,4,9,44.4,6,8,75.0,1,4,5,15,3,0,4,3,34,-4,2021.0
Mon5/10,WAS,@,ATL,L124-125,40,10,22,45.5,3,7,42.9,5,5,100.0,0,13,13,21,0,0,3,4,28,-1,2021.0
Sat5/8,WAS,@,IND,W133-132,44,11,26,42.3,3,7,42.9,8,9,88.9,4,15,19,15,1,2,7,4,33,+4,2021.0
Thu5/6,WAS,@,TOR,W131-129,44,5,19,26.3,1,6,16.7,2,4,50.0,1,16,17,17,1,0,7,6,13,+8,2021.0
Wed5/5,WAS,@,MIL,L134-135,40,12,20,60.0,0,2,0.0,5,8,62.5,0,12,12,17,3,1,2,3,29,+2,2021.0
Mon5/3,WAS,vs,IND,W154-141,39,5,8,62.5,0,0,,4,4,100.0,4,17,21,24,1,1,6,3,14,+21,2021.0
Sat5/1,WAS,@,DAL,L124-125,40,17,30,56.7,3,6,50.0,5,7,71.4,2,8,10,9,2,0,2,4,42,-3,2021.0
Average,,,,,40.7,9.4,20.7,45.7,1.9,5.6,34.0,5.6,7.2,76.9,1.7,12.1,13.8,16.1,1.7,0.4,3.9,3.7,26.3,6.2,2021.0
Fri4/30,WAS,@,CLE,W122-93,31,5,12,41.7,0,1,0.0,5,5,100.0,2,10,12,11,1,0,3,1,15,+15,2021.0
Wed4/28,WAS,vs,LAL,W116-107,41,7,16,43.8,1,3,33.3,3,4,75.0,2,16,18,14,2,0,2,3,18,+12,2021.0
Mon4/26,WAS,vs,SAS,L143-146,42,9,26,34.6,0,3,0.0,4,4,100.0,4,9,13,14,1,1,6,4,22,-11,2021.0
Sun4/25,WAS,vs,CLE,W119-110,36,5,13,38.5,0,2,0.0,4,7,57.1,0,5,5,11,2,0,4,2,14,+3,2021.0
Fri4/23,WAS,@,OKC,W129-109,37,14,23,60.9,3,4,75.0,6,7,85.7,1,10,11,11,0,0,3,5,37,+16,2021.0
Wed4/21,WAS,vs,GSW,W118-114,41,5,17,29.4,1,4,25.0,3,4,75.0,2,18,20,10,3,0,9,3,14,+10,2021.0
Mon4/19,WAS,vs,OKC,W119-107,39,5,18,27.8,1,4,25.0,2,6,33.3,2,9,11,17,3,0,8,3,13,+12,2021.0
Sat4/17,WAS,vs,DET,W121-100,30,7,17,41.2,0,0,,1,3,33.3,3,11,14,11,2,0,2,5,15,+14,2021.0
Fri4/16,WAS,vs,NOP,W117-115,44,13,24,54.2,3,6,50.0,7,11,63.6,1,14,15,9,0,0,4,3,36,+6,2021.0
Wed4/14,WAS,@,SAC,W123-111,36,12,22,54.5,0,2,0.0,1,2,50.0,2,13,15,11,4,0,7,3,25,+11,2021.0
Mon4/12,WAS,@,UTA,W125-121,39,8,15,53.3,0,2,0.0,9,11,81.8,2,12,14,14,1,0,3,1,25,+10,2021.0
Sat4/10,WAS,@,PHX,L106-134,33,6,17,35.3,0,4,0.0,5,8,62.5,2,9,11,14,1,0,5,2,17,-21,2021.0
Fri4/9,WAS,@,GSW,W110-107,37,8,17,47.1,1,4,25.0,2,3,66.7,2,12,14,14,1,0,6,1,19,+1,2021.0
Wed4/7,WAS,@,ORL,W131-116,38,8,11,72.7,3,3,100.0,4,4,100.0,1,13,14,15,0,1,5,3,23,+13,2021.0
Mon4/5,WAS,@,TOR,L101-103,40,9,25,36.0,1,6,16.7,4,4,100.0,2,12,14,11,1,0,4,1,23,-4,2021.0
Sat4/3,WAS,vs,DAL,L87-109,37,11,24,45.8,0,3,0.0,4,6,66.7,2,12,14,5,1,0,4,2,26,-19,2021.0
Thu4/1,WAS,@,DET,L91-120,36,7,16,43.8,1,5,20.0,1,6,16.7,2,9,11,12,0,1,9,3,16,-23,2021.0
Average,,,,,37.4,8.2,18.4,44.4,0.9,3.3,26.8,3.8,5.6,68.4,1.9,11.4,13.3,12.0,1.4,0.2,4.9,2.6,21.1,2.6,2021.0
Tue3/30,WAS,vs,CHA,L104-114,38,7,20,35.0,4,9,44.4,4,6,66.7,5,10,15,14,2,0,5,3,22,-6,2021.0
Mon3/29,WAS,vs,IND,W132-124,39,14,26,53.8,4,6,66.7,3,5,60.0,1,13,14,21,2,1,4,3,35,+7,2021.0
Sat3/27,WAS,vs,DET,W106-92,35,8,20,40.0,1,3,33.3,2,2,100.0,1,18,19,10,0,0,6,3,19,+18,2021.0
Thu3/25,WAS,@,NYK,L102-106,40,3,15,20.0,0,5,0.0,7,12,58.3,1,17,18,9,2,4,8,6,13,-1,2021.0
Tue3/23,WAS,@,NYK,L113-131,29,3,14,21.4,0,3,0.0,8,10,80.0,0,4,4,12,2,0,4,1,14,-17,2021.0
Sun3/21,WAS,@,BKN,L106-113,39,10,20,50.0,2,7,28.6,7,9,77.8,2,11,13,13,2,0,8,3,29,-4,2021.0
Thu3/18,WAS,vs,UTA,W131-122,38,12,23,52.2,2,5,40.0,9,11,81.8,1,14,15,13,2,1,5,0,35,+10,2021.0
Wed3/17,WAS,vs,SAC,L119-121,39,8,19,42.1,1,3,33.3,9,12,75.0,1,13,14,10,1,0,6,3,26,-8,2021.0
Mon3/15,WAS,vs,MIL,L122-133,39,8,19,42.1,3,6,50.0,4,6,66.7,2,3,5,17,1,1,5,2,23,-20,2021.0
Sat3/13,WAS,vs,MIL,L119-125,39,16,32,50.0,5,11,45.5,5,9,55.6,1,9,10,12,2,0,6,4,42,-18,2021.0
Fri3/12,WAS,vs,PHI,L101-127,33,10,19,52.6,2,4,50.0,3,7,42.9,1,4,5,8,1,0,2,2,25,-24,2021.0
Wed3/10,WAS,@,MEM,L112-127,36,10,19,52.6,0,3,0.0,0,1,0.0,2,3,5,10,3,0,4,3,20,+3,2021.0
Thu3/4,WAS,vs,LAC,W119-117,36,9,19,47.4,2,4,50.0,7,15,46.7,2,7,9,11,4,0,1,4,27,+15,2021.0
Tue3/2,WAS,vs,MEM,L111-125,36,8,16,50.0,3,7,42.9,4,9,44.4,0,6,6,15,3,0,8,3,23,-4,2021.0
Average,,,,,36.7,9.0,20.1,44.8,2.1,5.4,38.2,5.1,8.1,63.2,1.4,9.4,10.9,12.5,1.9,0.5,5.1,2.9,25.2,-3.5,2021.0
Sun2/28,WAS,@,BOS,L110-111,36,10,22,45.5,1,5,20.0,3,4,75.0,3,8,11,4,1,1,5,4,24,-12,2021.0
Sat2/27,WAS,vs,MIN,W128-112,32,7,19,36.8,0,2,0.0,5,10,50.0,0,14,14,12,2,0,5,1,19,+16,2021.0
Thu2/25,WAS,@,DEN,W112-110,37,6,17,35.3,1,3,33.3,3,4,75.0,1,9,10,10,3,0,5,3,16,+1,2021.0
Tue2/23,WAS,@,LAC,L116-135,34,9,18,50.0,0,1,0.0,2,5,40.0,1,8,9,10,2,1,3,1,20,-26,2021.0
Mon2/22,WAS,@,LAL,W127-124,44,13,25,52.0,0,1,0.0,6,12,50.0,1,13,14,9,0,0,2,5,32,0,2021.0
Sat2/20,WAS,@,POR,W118-111,37,11,17,64.7,0,1,0.0,5,7,71.4,2,9,11,13,0,0,7,4,27,+2,2021.0
Wed2/17,WAS,vs,DEN,W130-128,39,5,15,33.3,0,2,0.0,2,6,33.3,4,9,13,12,2,1,8,5,12,0,2021.0
Mon2/15,WAS,vs,HOU,W131-119,33,8,22,36.4,0,3,0.0,0,1,0.0,3,10,13,15,0,0,5,1,16,+1,2021.0
Sun2/14,WAS,vs,BOS,W104-91,29,6,19,31.6,0,2,0.0,1,3,33.3,2,7,9,11,1,0,3,3,13,+27,2021.0
Fri2/12,WAS,vs,NYK,L91-109,35,10,22,45.5,0,4,0.0,3,6,50.0,2,7,9,10,1,0,5,1,23,-19,2021.0
Wed2/10,WAS,vs,TOR,L115-137,34,9,20,45.0,3,8,37.5,2,2,100.0,1,5,6,7,1,0,5,4,23,-22,2021.0
Sun2/7,WAS,@,CHA,L97-119,28,4,9,44.4,0,3,0.0,4,8,50.0,4,7,11,9,0,2,5,1,12,-20,2021.0
Fri2/5,WAS,@,MIA,L95-122,25,4,9,44.4,0,1,0.0,5,7,71.4,1,2,3,3,0,0,6,2,13,-22,2021.0
Tue2/2,WAS,vs,POR,L121-132,33,7,15,46.7,1,3,33.3,2,2,100.0,1,11,12,10,0,0,4,4,17,-14,2021.0
Average,,,,,34.0,7.8,17.8,43.8,0.4,2.8,15.4,3.1,5.5,55.8,1.9,8.5,10.4,9.6,0.9,0.4,4.9,2.8,19.1,-6.3,2021.0
Sun1/31,WAS,vs,BKN,W149-146,35,16,28,57.1,4,7,57.1,5,7,71.4,4,6,10,8,2,1,3,4,41,+7,2021.0
Fri1/29,WAS,vs,ATL,L100-116,27,8,18,44.4,3,5,60.0,7,8,87.5,0,6,6,4,0,1,3,2,26,-9,2021.0
Tue1/26,WAS,@,HOU,L88-107,28,7,17,41.2,1,4,25.0,4,8,50.0,2,9,11,7,0,0,6,3,19,-13,2021.0
Sun1/24,WAS,@,SAS,L101-121,25,3,11,27.3,1,3,33.3,2,4,50.0,3,5,8,6,0,0,4,1,9,-20,2021.0
Fri1/8,WAS,@,BOS,L107-116,33,4,16,25.0,2,5,40.0,2,2,100.0,0,4,4,8,0,1,7,4,12,-17,2021.0
Wed1/6,WAS,@,PHI,L136-141,39,8,18,44.4,3,6,50.0,1,4,25.0,0,8,8,12,3,1,6,4,20,-4,2021.0
Sun1/3,WAS,@,BKN,W123-122,38,7,25,28.0,1,7,14.3,9,12,75.0,1,4,5,10,2,0,2,2,24,0,2021.0
Average,,,,,32.3,7.6,19.0,39.8,2.1,5.3,40.5,4.3,6.4,66.7,1.4,6.0,7.4,7.9,1.0,0.6,4.4,2.9,21.6,-8.0,2021.0
Thu12/31,WAS,vs,CHI,L130-133,39,8,18,44.4,3,5,60.0,3,6,50.0,2,8,10,11,1,0,5,4,22,-10,2021.0
Tue12/29,WAS,vs,CHI,L107-115,38,9,17,52.9,1,4,25.0,2,2,100.0,0,15,15,11,1,0,6,3,21,+3,2021.0
Sat12/26,WAS,vs,ORL,L120-130,36,6,19,31.6,0,4,0.0,3,4,75.0,2,13,15,12,2,0,5,3,15,+2,2021.0
Wed12/23,WAS,@,PHI,L107-113,36,9,22,40.9,0,2,0.0,3,5,60.0,2,9,11,15,0,0,6,3,21,+10,2021.0
Average,,,,,37.3,8.0,19.0,42.1,1.0,3.8,26.7,2.8,4.3,64.7,1.5,11.3,12.8,12.3,1.0,0.0,5.5,3.3,19.8,1.3,2021.0
Tue4/5,LAL,@,PHX,L110-121,34,10,20,50.0,2,3,66.7,6,8,75.0,1,4,5,3,0,0,6,2,28,-9,2022.0
Sun4/3,LAL,vs,DEN,L118-129,34,11,15,73.3,0,1,0.0,5,10,50.0,2,8,10,7,2,1,2,5,27,+1,2022.0
Fri4/1,LAL,vs,NOP,L111-114,31,5,15,33.3,2,4,50.0,0,0,,2,2,4,5,0,0,1,6,12,-12,2022.0
Average,,,,,32.9,8.7,16.7,52.0,1.3,2.7,50.0,3.7,6.0,61.1,1.7,4.7,6.3,5.0,0.7,0.3,3.0,4.3,22.3,-6.7,2022.0
Thu3/31,LAL,@,UTA,L109-122,34,9,18,50.0,0,2,0.0,6,10,60.0,1,5,6,7,0,0,3,2,24,-17,2022.0
Tue3/29,LAL,@,DAL,L110-128,32,9,17,52.9,1,5,20.0,6,6,100.0,0,8,8,6,0,0,2,3,25,-25,2022.0
Sun3/27,LAL,@,NOP,L108-116,32,8,15,53.3,2,5,40.0,0,0,,3,4,7,6,1,0,3,2,18,-18,2022.0
Wed3/23,LAL,vs,PHI,L121-126,33,10,20,50.0,2,5,40.0,2,5,40.0,2,7,9,8,1,0,7,2,24,-12,2022.0
Mon3/21,LAL,@,CLE,W131-120,35,7,14,50.0,2,6,33.3,4,7,57.1,0,5,5,11,1,0,1,4,20,+23,2022.0
Sat3/19,LAL,@,WAS,L119-127,37,10,15,66.7,2,3,66.7,0,0,,2,8,10,8,1,1,5,3,22,-1,2022.0
Fri3/18,LAL,@,TOR,W128-123,41,8,18,44.4,4,7,57.1,2,2,100.0,1,9,10,10,1,0,4,2,22,+7,2022.0
Wed3/16,LAL,@,MIN,L104-124,36,5,12,41.7,1,4,25.0,4,6,66.7,2,2,4,5,2,0,3,3,15,-1,2022.0
Mon3/14,LAL,vs,TOR,L103-114,35,4,10,40.0,0,1,0.0,6,7,85.7,2,6,8,4,1,0,1,2,14,+4,2022.0
Sun3/13,LAL,@,PHX,L111-140,29,5,10,50.0,0,2,0.0,3,4,75.0,1,1,2,2,0,0,4,1,13,-6,2022.0
Fri3/11,LAL,vs,WAS,W122-109,31,2,11,18.2,0,1,0.0,1,4,25.0,0,3,3,9,1,1,1,3,5,+2,2022.0
Wed3/9,LAL,@,HOU,L130-139,40,11,21,52.4,1,3,33.3,7,8,87.5,3,5,8,6,0,1,2,2,30,-2,2022.0
Mon3/7,LAL,@,SAS,L110-117,35,5,14,35.7,0,2,0.0,7,13,53.8,3,7,10,6,0,0,5,5,17,+5,2022.0
Sat3/5,LAL,vs,GSW,W124-116,32,9,17,52.9,1,3,33.3,1,2,50.0,0,4,4,4,0,0,5,5,20,+13,2022.0
Thu3/3,LAL,@,LAC,L111-132,29,7,16,43.8,0,2,0.0,3,4,75.0,2,6,8,3,0,0,2,4,17,-15,2022.0
Tue3/1,LAL,vs,DAL,L104-109,38,5,17,29.4,0,4,0.0,2,2,100.0,2,4,6,8,2,1,0,3,12,-8,2022.0
Average,,,,,34.3,7.1,15.3,46.5,1.0,3.4,29.1,3.4,5.0,67.5,1.5,5.3,6.8,6.4,0.7,0.3,3.0,2.9,18.6,-3.2,2022.0
Sun2/27,LAL,vs,NOP,L95-123,28,5,15,33.3,0,2,0.0,6,7,85.7,1,5,6,1,1,0,7,3,16,-26,2022.0
Fri2/25,LAL,vs,LAC,L102-105,33,9,21,42.9,0,3,0.0,0,2,0.0,0,3,3,1,1,0,0,3,18,+2,2022.0
Wed2/16,LAL,vs,UTA,W106-101,33,6,13,46.2,1,4,25.0,4,7,57.1,4,3,7,6,1,0,6,2,17,+5,2022.0
Sat2/12,LAL,@,GSW,L115-117,35,7,13,53.8,1,2,50.0,4,4,100.0,1,6,7,5,1,0,1,4,19,+2,2022.0
Tue2/8,LAL,vs,MIL,L116-131,26,3,11,27.3,0,1,0.0,4,7,57.1,2,8,10,5,0,1,4,1,10,-16,2022.0
Sat2/5,LAL,vs,NYK,W122-115,29,1,10,10.0,0,3,0.0,3,7,42.9,1,3,4,6,1,1,4,2,5,-15,2022.0
Thu2/3,LAL,@,LAC,L110-111,36,7,18,38.9,1,5,20.0,2,3,66.7,1,5,6,4,1,0,2,0,17,+5,2022.0
Wed2/2,LAL,vs,POR,W99-94,34,3,12,25.0,1,4,25.0,2,3,66.7,2,8,10,13,1,0,4,5,9,+2,2022.0
Average,,,,,31.7,5.1,14.1,36.3,0.5,3.0,16.7,3.1,5.0,62.5,1.5,5.1,6.6,5.1,0.9,0.3,3.5,2.5,13.9,-5.1,2022.0
Sun1/30,LAL,@,ATL,L121-129,35,8,15,53.3,2,4,50.0,2,5,40.0,0,7,7,12,1,0,4,1,20,-6,2022.0
Fri1/28,LAL,@,CHA,L114-117,37,12,23,52.2,3,7,42.9,8,10,80.0,1,3,4,5,0,0,1,4,35,-11,2022.0
Thu1/27,LAL,@,PHI,L87-105,34,9,15,60.0,2,3,66.7,0,0,,1,3,4,3,1,1,6,1,20,-11,2022.0
Tue1/25,LAL,@,BKN,W106-96,33,7,14,50.0,0,2,0.0,1,1,100.0,0,6,6,4,1,0,5,3,15,-1,2022.0
Sun1/23,LAL,@,MIA,L107-113,32,9,15,60.0,0,3,0.0,6,8,75.0,2,7,9,9,0,0,3,5,24,-1,2022.0
Fri1/21,LAL,@,ORL,W116-105,35,8,17,47.1,0,1,0.0,2,2,100.0,2,9,11,7,3,0,3,3,18,+11,2022.0
Wed1/19,LAL,vs,IND,L104-111,27,5,17,29.4,4,6,66.7,0,0,,1,1,2,3,1,0,1,4,14,-18,2022.0
Mon1/17,LAL,vs,UTA,W101-95,28,5,15,33.3,1,4,25.0,4,4,100.0,2,6,8,3,1,0,2,3,15,-11,2022.0
Sat1/15,LAL,@,DEN,L96-133,26,7,15,46.7,1,2,50.0,4,4,100.0,1,4,5,3,0,0,0,1,19,-11,2022.0
Wed1/12,LAL,@,SAC,L116-125,37,2,14,14.3,0,5,0.0,4,5,80.0,3,9,12,6,1,0,1,3,8,-7,2022.0
Sun1/9,LAL,vs,MEM,L119-127,26,2,12,16.7,0,1,0.0,2,2,100.0,1,6,7,6,0,1,0,2,6,-22,2022.0
Fri1/7,LAL,vs,ATL,W134-118,31,4,14,28.6,0,0,,1,3,33.3,1,10,11,13,0,0,3,6,9,+22,2022.0
Tue1/4,LAL,vs,SAC,W122-114,34,7,19,36.8,0,1,0.0,5,8,62.5,2,5,7,2,1,1,0,2,19,+17,2022.0
Sun1/2,LAL,vs,MIN,W108-103,33,7,16,43.8,0,5,0.0,6,8,75.0,0,3,3,5,1,1,9,5,20,-2,2022.0
Average,,,,,32.0,6.6,15.8,41.6,0.9,3.1,29.5,3.2,4.3,75.0,1.2,5.6,6.9,5.8,0.8,0.3,2.7,3.1,17.3,-3.6,2022.0
Fri12/31,LAL,vs,POR,W139-106,30,5,10,50.0,0,3,0.0,5,6,83.3,0,13,13,12,2,0,4,2,15,+29,2022.0
Wed12/29,LAL,@,MEM,L99-104,40,7,16,43.8,2,4,50.0,0,0,,2,8,10,12,0,0,5,5,16,+1,2022.0
Tue12/28,LAL,@,HOU,W132-123,35,10,17,58.8,2,2,100.0,2,6,33.3,4,9,13,10,2,0,7,1,24,+9,2022.0
Sat12/25,LAL,vs,BKN,L115-122,37,4,20,20.0,0,3,0.0,5,6,83.3,5,7,12,11,1,0,3,5,13,-23,2022.0
Thu12/23,LAL,vs,SAS,L110-138,35,12,20,60.0,1,2,50.0,5,9,55.6,0,7,7,4,1,0,5,3,30,-14,2022.0
Tue12/21,LAL,vs,PHX,L90-108,37,10,20,50.0,0,2,0.0,2,4,50.0,1,9,10,5,3,0,7,3,22,-6,2022.0
Sun12/19,LAL,@,CHI,L110-115,38,9,19,47.4,0,2,0.0,2,6,33.3,2,7,9,8,1,2,6,4,20,-2,2022.0
Fri12/17,LAL,@,MIN,L92-110,29,4,7,57.1,0,1,0.0,6,11,54.5,0,4,4,3,0,1,1,3,14,-15,2022.0
Wed12/15,LAL,@,DAL,W107-104,42,8,18,44.4,1,4,25.0,6,8,75.0,1,9,10,9,0,0,4,2,23,+8,2022.0
Sun12/12,LAL,vs,ORL,W106-94,35,9,18,50.0,0,0,,1,2,50.0,2,5,7,5,2,0,5,2,19,+3,2022.0
Fri12/10,LAL,@,OKC,W116-95,33,4,8,50.0,0,1,0.0,0,0,,2,7,9,7,0,1,5,1,8,+18,2022.0
Thu12/9,LAL,@,MEM,L95-108,33,3,9,33.3,2,3,66.7,1,4,25.0,0,6,6,7,0,1,6,4,9,-16,2022.0
Tue12/7,LAL,vs,BOS,W117-102,36,9,16,56.3,1,4,25.0,5,6,83.3,1,2,3,11,1,0,4,2,24,+11,2022.0
Fri12/3,LAL,vs,LAC,L115-119,36,4,8,50.0,2,2,100.0,0,0,,1,1,2,9,1,0,2,4,10,-6,2022.0
Average,,,,,35.4,7.0,14.7,47.6,0.8,2.4,33.3,2.9,4.9,58.8,1.5,6.7,8.2,8.1,1.0,0.4,4.6,2.9,17.6,-0.2,2022.0
Tue11/30,LAL,@,SAC,W117-92,35,9,21,42.9,1,5,20.0,4,7,57.1,0,5,5,6,1,0,4,2,23,+12,2022.0
Sun11/28,LAL,vs,DET,W110-106,37,10,16,62.5,1,3,33.3,4,8,50.0,2,4,6,9,1,0,3,2,25,+4,2022.0
Fri11/26,LAL,vs,SAC,L137-141,51,10,18,55.6,2,4,50.0,7,9,77.8,4,6,10,11,2,0,3,3,29,-4,2022.0
Wed11/24,LAL,@,IND,W124-116,40,5,15,33.3,1,3,33.3,9,11,81.8,1,6,7,5,0,1,4,3,20,+14,2022.0
Tue11/23,LAL,@,NYK,L100-106,37,10,18,55.6,3,6,50.0,8,9,88.9,1,12,13,10,2,0,6,2,31,0,2022.0
Sun11/21,LAL,@,DET,W121-116,35,10,21,47.6,1,6,16.7,5,8,62.5,1,8,9,10,2,0,3,4,26,+8,2022.0
Fri11/19,LAL,@,BOS,L108-130,31,5,13,38.5,1,4,25.0,1,4,25.0,1,3,4,6,1,0,2,5,12,-12,2022.0
Wed11/17,LAL,@,MIL,L102-109,36,7,16,43.8,2,5,40.0,3,4,75.0,1,3,4,15,1,0,3,3,19,+3,2022.0
Mon11/15,LAL,vs,CHI,L103-121,31,8,19,42.1,0,6,0.0,9,10,90.0,0,6,6,8,1,0,4,3,25,-13,2022.0
Sun11/14,LAL,vs,SAS,W114-106,34,5,11,45.5,3,5,60.0,1,2,50.0,1,10,11,7,2,0,7,3,14,+11,2022.0
Fri11/12,LAL,vs,MIN,L83-107,31,7,11,63.6,2,4,50.0,4,6,66.7,0,5,5,3,0,0,5,1,20,-32,2022.0
Wed11/10,LAL,vs,MIA,W120-117,43,10,22,45.5,3,7,42.9,2,2,100.0,1,11,12,14,1,2,8,5,25,+10,2022.0
Mon11/8,LAL,vs,CHA,W126-123,41,5,15,33.3,0,2,0.0,7,10,70.0,0,12,12,14,3,0,7,3,17,-17,2022.0
Sat11/6,LAL,@,POR,L90-105,29,1,13,7.7,1,3,33.3,5,8,62.5,2,7,9,6,2,0,6,3,8,-20,2022.0
Thu11/4,LAL,vs,OKC,L104-107,35,10,23,43.5,3,6,50.0,4,4,100.0,1,5,6,5,0,0,4,2,27,+6,2022.0
Tue11/2,LAL,vs,HOU,W119-117,37,10,21,47.6,0,4,0.0,7,8,87.5,5,4,9,7,0,0,3,1,27,-6,2022.0
Average,,,,,36.4,7.6,17.1,44.7,1.5,4.6,32.9,5.0,6.9,72.7,1.3,6.7,8.0,8.5,1.2,0.2,4.5,2.8,21.8,-2.3,2022.0
Sun10/31,LAL,vs,HOU,W95-85,35,9,22,40.9,2,4,50.0,0,1,0.0,1,7,8,9,1,0,2,4,20,+25,2022.0
Fri10/29,LAL,vs,CLE,W113-101,34,8,13,61.5,1,1,100.0,2,3,66.7,1,5,6,5,0,0,4,2,19,+4,2022.0
Wed10/27,LAL,@,OKC,L115-123,35,8,20,40.0,2,8,25.0,2,3,66.7,4,10,14,13,1,0,10,4,20,-12,2022.0
Tue10/26,LAL,@,SAS,W125-121,40,15,27,55.6,1,4,25.0,2,4,50.0,0,10,10,8,3,0,3,5,33,+1,2022.0
Sun10/24,LAL,vs,MEM,W121-118,37,5,15,33.3,1,4,25.0,2,4,50.0,1,6,7,13,4,0,9,3,13,-8,2022.0
Fri10/22,LAL,vs,PHX,L105-115,35,6,15,40.0,0,3,0.0,3,8,37.5,2,9,11,9,2,1,4,5,15,+4,2022.0
Tue10/19,LAL,vs,GSW,L114-121,35,4,13,30.8,0,4,0.0,0,0,,1,4,5,4,0,0,4,4,8,-23,2022.0
Average,,,,,35.7,7.9,17.9,44.0,1.0,4.0,25.0,1.6,3.3,47.8,1.4,7.3,8.7,8.7,1.6,0.1,5.1,3.9,18.3,-1.3,2022.0
Tue4/25,LAC,@,PHX,L130-136,39,3,18,16.7,1,6,16.7,7,8,87.5,1,7,8,8,0,0,5,4,14,-1,2023.0
Sat4/22,LAC,vs,PHX,L100-112,40,17,29,58.6,3,6,50.0,0,0,,1,5,6,4,1,1,4,3,37,-8,2023.0
Thu4/20,LAC,vs,PHX,L124-129,40,11,23,47.8,3,7,42.9,5,6,83.3,1,7,8,12,3,1,6,4,30,+1,2023.0
Tue4/18,LAC,@,PHX,L109-123,36,9,16,56.3,2,3,66.7,8,8,100.0,1,4,5,5,0,2,3,2,28,-13,2023.0
Sun4/16,LAC,@,PHX,W115-110,36,3,19,15.8,1,6,16.7,2,3,66.7,5,6,11,8,2,3,2,2,9,-6,2023.0
Average,,,,,38.5,8.6,21.0,41.0,2.0,5.6,35.7,4.4,5.0,88.0,1.8,5.8,7.6,7.4,1.2,1.4,4.0,3.0,23.6,-5.4,2023.0
Sun4/9,LAC,@,PHX,W119-114,40,8,19,42.1,2,4,50.0,7,10,70.0,6,1,7,9,1,0,2,1,25,+8,2023.0
Sat4/8,LAC,vs,POR,W136-125,25,9,14,64.3,2,3,66.7,0,0,,4,2,6,6,0,0,3,0,20,+7,2023.0
Wed4/5,LAC,vs,LAL,W125-118,21,6,12,50.0,2,4,50.0,0,1,0.0,0,3,3,4,1,1,3,0,14,-1,2023.0
Sat4/1,LAC,@,NOP,L114-122,40,9,18,50.0,3,6,50.0,3,5,60.0,0,3,3,10,1,1,1,5,24,-7,2023.0
Average,,,,,31.3,8.0,15.8,50.8,2.3,4.3,52.9,2.5,4.0,62.5,2.5,2.3,4.8,7.3,0.8,0.5,2.3,1.5,20.8,1.8,2023.0
Fri3/31,LAC,@,MEM,L94-108,26,2,8,25.0,0,3,0.0,0,0,,0,4,4,11,1,1,5,0,4,-10,2023.0
Wed3/29,LAC,@,MEM,W141-132,36,13,18,72.2,5,5,100.0,5,9,55.6,1,3,4,10,0,2,2,1,36,+3,2023.0
Mon3/27,LAC,vs,CHI,W124-112,33,6,11,54.5,0,3,0.0,0,3,0.0,1,4,5,10,3,0,3,0,12,+16,2023.0
Sat3/25,LAC,vs,NOP,L110-131,26,4,12,33.3,1,5,20.0,5,5,100.0,0,3,3,5,0,0,4,2,14,-17,2023.0
Thu3/23,LAC,vs,OKC,W127-105,30,8,13,61.5,2,4,50.0,6,8,75.0,1,1,2,7,0,1,4,2,24,-1,2023.0
Tue3/21,LAC,vs,OKC,L100-101,26,6,10,60.0,0,3,0.0,3,5,60.0,3,5,8,2,2,1,2,4,15,+9,2023.0
Sun3/19,LAC,@,POR,W117-102,34,3,12,25.0,1,2,50.0,2,2,100.0,4,8,12,10,0,0,4,1,9,+13,2023.0
Sat3/18,LAC,vs,ORL,L108-113,37,5,14,35.7,0,3,0.0,4,7,57.1,2,3,5,9,1,0,6,2,14,-15,2023.0
Wed3/15,LAC,vs,GSW,W134-126,27,6,16,37.5,2,5,40.0,1,2,50.0,4,5,9,7,2,0,0,1,15,+10,2023.0
Sat3/11,LAC,vs,NYK,W106-95,23,3,8,37.5,0,2,0.0,1,3,33.3,0,5,5,3,1,0,3,2,7,+1,2023.0
Wed3/8,LAC,vs,TOR,W108-100,23,3,6,50.0,1,3,33.3,0,0,,1,1,2,7,1,1,3,2,7,+12,2023.0
Sun3/5,LAC,vs,MEM,W135-129,34,4,9,44.4,0,2,0.0,1,1,100.0,0,5,5,6,1,0,4,3,9,+9,2023.0
Fri3/3,LAC,@,SAC,L127-128,36,12,16,75.0,1,2,50.0,2,5,40.0,0,2,2,10,1,2,5,1,27,+10,2023.0
Thu3/2,LAC,@,GSW,L91-115,28,3,12,25.0,0,5,0.0,2,2,100.0,0,0,0,6,0,0,4,3,8,-10,2023.0
Average,,,,,29.8,5.6,11.8,47.3,0.9,3.4,27.7,2.3,3.7,61.5,1.2,3.5,4.7,7.4,0.9,0.6,3.5,1.7,14.4,2.1,2023.0
