Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
DAL,36.0,15.0,30.0,50.0,2.0,9.0,22.2,5.0,5.0,100.0,0.0,13.0,13.0,10.0,2.0,0.0,6.0,0.0,37.0,12.0,2017,92,91,2017-03-27,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
ORL,42.0,21.0,40.0,52.5,6.0,15.0,40.0,9.0,11.0,81.8,3.0,10.0,13.0,11.0,3.0,0.0,7.0,3.0,57.0,8.0,2017,114,106,2017-03-29,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
SAS,37.0,8.0,22.0,36.4,2.0,7.0,28.6,14.0,15.0,93.3,2.0,13.0,15.0,12.0,0.0,0.0,8.0,1.0,32.0,-10.0,2017,95,100,2017-03-31,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CHA,36.0,14.0,31.0,45.2,7.0,15.0,46.7,5.0,5.0,100.0,1.0,12.0,13.0,10.0,2.0,0.0,8.0,1.0,40.0,-6.0,2017,101,113,2017-04-02,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MIL,27.0,4.0,12.0,33.3,2.0,4.0,50.0,2.0,2.0,100.0,3.0,10.0,13.0,13.0,2.0,0.0,3.0,2.0,12.0,19.0,2017,110,79,2017-04-04,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MEM,38.0,14.0,25.0,56.0,8.0,13.0,61.5,9.0,12.0,75.0,0.0,9.0,9.0,10.0,4.0,0.0,7.0,4.0,45.0,3.0,2017,103,100,2017-04-05,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHX,36.0,6.0,25.0,24.0,2.0,12.0,16.7,9.0,9.0,100.0,6.0,6.0,12.0,8.0,0.0,1.0,8.0,5.0,23.0,-15.0,2017,99,120,2017-04-07,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DEN,37.0,17.0,32.0,53.1,5.0,12.0,41.7,11.0,11.0,100.0,2.0,14.0,16.0,10.0,1.0,0.0,2.0,1.0,50.0,10.0,2017,106,105,2017-04-09,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DEN,18.0,2.0,10.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,1.0,3.0,2.0,5.0,-5.0,2017,105,111,2017-04-12,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
HOU,34.0,6.0,23.0,26.1,3.0,11.0,27.3,7.0,8.0,87.5,2.0,9.0,11.0,7.0,2.0,0.0,9.0,3.0,22.0,-25.0,2017,87,118,2017-04-16,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
HOU,41.0,17.0,43.0,39.5,2.0,11.0,18.2,15.0,18.0,83.3,2.0,8.0,10.0,13.0,4.0,1.0,4.0,3.0,51.0,11.0,2017,111,115,2017-04-19,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
HOU,39.0,11.0,24.0,45.8,0.0,1.0,0.0,10.0,14.0,71.4,0.0,12.0,12.0,11.0,3.0,0.0,5.0,3.0,32.0,3.0,2017,115,113,2017-04-21,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
HOU,39.0,10.0,28.0,35.7,3.0,8.0,37.5,12.0,13.0,92.3,0.0,14.0,14.0,14.0,3.0,1.0,5.0,2.0,35.0,14.0,2017,109,113,2017-04-23,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
HOU,42.0,15.0,34.0,44.1,5.0,18.0,27.8,12.0,17.0,70.6,5.0,6.0,11.0,9.0,0.0,0.0,7.0,5.0,47.0,12.0,2017,99,105,2017-04-25,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
NYK,33.0,7.0,12.0,58.3,0.0,1.0,0.0,7.0,10.0,70.0,2.0,8.0,10.0,16.0,0.0,1.0,7.0,4.0,21.0,29.0,2017,105,84,2017-10-19,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
UTA,36.0,2.0,11.0,18.2,1.0,5.0,20.0,1.0,4.0,25.0,2.0,11.0,13.0,9.0,2.0,0.0,7.0,2.0,6.0,-18.0,2017,87,96,2017-10-21,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIN,37.0,12.0,24.0,50.0,5.0,8.0,62.5,2.0,4.0,50.0,0.0,5.0,5.0,10.0,0.0,1.0,2.0,0.0,31.0,-17.0,2017,113,115,2017-10-22,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
IND,35.0,10.0,18.0,55.6,2.0,4.0,50.0,6.0,10.0,60.0,1.0,9.0,10.0,16.0,3.0,0.0,7.0,3.0,28.0,27.0,2017,114,96,2017-10-25,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIN,37.0,10.0,18.0,55.6,1.0,3.0,33.3,6.0,8.0,75.0,1.0,7.0,8.0,9.0,2.0,0.0,8.0,5.0,27.0,-13.0,2017,116,119,2017-10-27,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CHI,28.0,5.0,13.0,38.5,0.0,2.0,0.0,2.0,3.0,66.7,2.0,11.0,13.0,13.0,2.0,0.0,2.0,2.0,12.0,26.0,2017,101,69,2017-10-28,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIL,27.0,5.0,12.0,41.7,0.0,2.0,0.0,2.0,3.0,66.7,1.0,9.0,10.0,10.0,0.0,0.0,4.0,2.0,12.0,13.0,2017,110,91,2017-10-31,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
BOS,38.0,7.0,20.0,35.0,3.0,7.0,42.9,2.0,2.0,100.0,1.0,5.0,6.0,11.0,1.0,0.0,6.0,5.0,19.0,-7.0,2017,94,101,2017-11-03,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,36.0,10.0,25.0,40.0,3.0,10.0,30.0,2.0,7.0,28.6,0.0,6.0,6.0,9.0,2.0,0.0,1.0,4.0,25.0,-15.0,2017,99,103,2017-11-05,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAC,37.0,7.0,21.0,33.3,2.0,8.0,25.0,4.0,5.0,80.0,0.0,12.0,12.0,6.0,3.0,0.0,7.0,2.0,20.0,2.0,2017,86,94,2017-11-07,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DEN,35.0,6.0,22.0,27.3,1.0,6.0,16.7,0.0,3.0,0.0,4.0,3.0,7.0,5.0,3.0,0.0,3.0,2.0,13.0,-9.0,2017,94,102,2017-11-09,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LAC,34.0,8.0,16.0,50.0,1.0,3.0,33.3,5.0,6.0,83.3,1.0,2.0,3.0,8.0,3.0,0.0,4.0,3.0,22.0,19.0,2017,120,111,2017-11-10,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,33.0,6.0,18.0,33.3,3.0,5.0,60.0,12.0,13.0,92.3,0.0,6.0,6.0,5.0,3.0,0.0,4.0,2.0,27.0,14.0,2017,112,99,2017-11-12,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
CHI,32.0,6.0,13.0,46.2,2.0,5.0,40.0,7.0,7.0,100.0,0.0,5.0,5.0,7.0,4.0,0.0,4.0,3.0,21.0,18.0,2017,92,79,2017-11-15,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
SAS,38.0,5.0,22.0,22.7,0.0,4.0,0.0,5.0,5.0,100.0,3.0,6.0,9.0,9.0,0.0,0.0,2.0,3.0,15.0,0.0,2017,101,104,2017-11-17,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NOP,39.0,6.0,19.0,31.6,2.0,7.0,28.6,8.0,10.0,80.0,3.0,13.0,16.0,12.0,3.0,0.0,3.0,3.0,22.0,9.0,2017,107,114,2017-11-20,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
GSW,37.0,13.0,27.0,48.1,1.0,4.0,25.0,7.0,8.0,87.5,2.0,8.0,10.0,9.0,4.0,0.0,6.0,2.0,34.0,17.0,2017,108,91,2017-11-22,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DET,39.0,10.0,29.0,34.5,1.0,10.0,10.0,6.0,7.0,85.7,1.0,10.0,11.0,11.0,3.0,0.0,5.0,2.0,27.0,0.0,2017,98,99,2017-11-24,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,40.0,9.0,19.0,47.4,4.0,8.0,50.0,6.0,9.0,66.7,1.0,11.0,12.0,9.0,1.0,0.0,4.0,2.0,28.0,-2.0,2017,81,97,2017-11-25,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ORL,38.0,11.0,23.0,47.8,7.0,10.0,70.0,8.0,12.0,66.7,4.0,7.0,11.0,5.0,5.0,0.0,7.0,3.0,37.0,-5.0,2017,108,121,2017-11-29,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIN,37.0,6.0,21.0,28.6,0.0,8.0,0.0,3.0,4.0,75.0,4.0,5.0,9.0,14.0,2.0,0.0,7.0,2.0,15.0,-3.0,2017,111,107,2017-12-01,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SAS,39.0,9.0,22.0,40.9,2.0,2.0,100.0,2.0,6.0,33.3,3.0,6.0,9.0,10.0,1.0,0.0,7.0,2.0,22.0,8.0,2017,90,87,2017-12-03,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,38.0,12.0,25.0,48.0,2.0,9.0,22.2,8.0,9.0,88.9,0.0,12.0,12.0,14.0,1.0,1.0,7.0,3.0,34.0,4.0,2017,100,94,2017-12-05,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
BKN,36.0,10.0,27.0,37.0,2.0,6.0,33.3,9.0,12.0,75.0,0.0,8.0,8.0,6.0,0.0,0.0,3.0,4.0,31.0,-9.0,2017,95,100,2017-12-07,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MEM,43.0,7.0,29.0,24.1,1.0,12.0,8.3,5.0,8.0,62.5,3.0,8.0,11.0,14.0,1.0,0.0,3.0,5.0,20.0,11.0,2017,102,101,2017-12-09,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
CHA,36.0,10.0,22.0,45.5,1.0,2.0,50.0,9.0,9.0,100.0,1.0,3.0,4.0,7.0,3.0,0.0,2.0,3.0,30.0,-12.0,2017,103,116,2017-12-11,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
IND,36.0,3.0,17.0,17.6,1.0,3.0,33.3,3.0,7.0,42.9,3.0,14.0,17.0,12.0,2.0,0.0,5.0,0.0,10.0,2.0,2017,100,95,2017-12-13,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHI,52.0,10.0,33.0,30.3,2.0,5.0,40.0,5.0,12.0,41.7,5.0,12.0,17.0,15.0,2.0,0.0,6.0,1.0,27.0,-4.0,2017,119,117,2017-12-15,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NYK,36.0,9.0,18.0,50.0,0.0,3.0,0.0,7.0,10.0,70.0,2.0,5.0,7.0,7.0,2.0,0.0,4.0,3.0,25.0,-4.0,2017,96,111,2017-12-16,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
DEN,37.0,16.0,28.0,57.1,1.0,3.0,33.3,5.0,7.0,71.4,2.0,7.0,9.0,6.0,3.0,1.0,3.0,2.0,38.0,13.0,2017,95,94,2017-12-18,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
UTA,27.0,10.0,13.0,76.9,0.0,0.0,0.0,4.0,4.0,100.0,4.0,6.0,10.0,7.0,4.0,0.0,1.0,2.0,24.0,36.0,2017,107,79,2017-12-20,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ATL,36.0,12.0,17.0,70.6,1.0,2.0,50.0,5.0,5.0,100.0,1.0,6.0,7.0,15.0,2.0,1.0,3.0,0.0,30.0,6.0,2017,120,117,2017-12-22,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
UTA,38.0,11.0,24.0,45.8,2.0,3.0,66.7,3.0,4.0,75.0,2.0,8.0,10.0,10.0,1.0,1.0,2.0,3.0,27.0,12.0,2017,103,89,2017-12-23,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
HOU,37.0,12.0,24.0,50.0,0.0,1.0,0.0,7.0,8.0,87.5,0.0,6.0,6.0,11.0,3.0,0.0,5.0,3.0,31.0,11.0,2017,112,107,2017-12-25,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
TOR,35.0,11.0,22.0,50.0,0.0,1.0,0.0,8.0,10.0,80.0,2.0,6.0,8.0,13.0,2.0,0.0,7.0,1.0,30.0,26.0,2017,124,107,2017-12-27,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIL,40.0,16.0,34.0,47.1,2.0,9.0,22.2,6.0,9.0,66.7,3.0,11.0,14.0,9.0,1.0,0.0,5.0,4.0,40.0,0.0,2017,95,97,2017-12-29,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,37.0,17.0,28.0,60.7,0.0,4.0,0.0,4.0,7.0,57.1,1.0,14.0,15.0,11.0,1.0,0.0,2.0,2.0,38.0,0.0,2017,113,116,2017-12-31,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAL,28.0,10.0,17.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,1.0,0.0,2.0,0.0,20.0,26.0,2018,133,96,2018-01-03,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAC,38.0,11.0,24.0,45.8,2.0,2.0,100.0,5.0,6.0,83.3,2.0,10.0,12.0,11.0,1.0,0.0,6.0,3.0,29.0,6.0,2018,127,117,2018-01-04,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PHX,34.0,11.0,21.0,52.4,1.0,1.0,100.0,3.0,7.0,42.9,3.0,7.0,10.0,11.0,2.0,0.0,6.0,2.0,26.0,-10.0,2018,100,114,2018-01-07,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
POR,35.0,7.0,20.0,35.0,1.0,3.0,33.3,7.0,10.0,70.0,2.0,7.0,9.0,12.0,3.0,2.0,6.0,1.0,22.0,-13.0,2018,106,117,2018-01-09,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MIN,35.0,15.0,23.0,65.2,1.0,2.0,50.0,7.0,9.0,77.8,2.0,8.0,10.0,5.0,4.0,0.0,4.0,0.0,38.0,-13.0,2018,88,104,2018-01-10,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
CHA,37.0,10.0,27.0,37.0,0.0,3.0,0.0,5.0,7.0,71.4,2.0,8.0,10.0,7.0,2.0,1.0,3.0,1.0,25.0,5.0,2018,101,91,2018-01-13,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
SAC,33.0,8.0,14.0,57.1,0.0,1.0,0.0,3.0,7.0,42.9,3.0,13.0,16.0,9.0,1.0,0.0,10.0,2.0,19.0,15.0,2018,95,88,2018-01-15,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
LAL,28.0,8.0,22.0,36.4,1.0,3.0,33.3,2.0,3.0,66.7,2.0,4.0,6.0,7.0,2.0,0.0,3.0,1.0,19.0,20.0,2018,114,90,2018-01-17,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
CLE,35.0,9.0,17.0,52.9,1.0,1.0,100.0,4.0,5.0,80.0,2.0,7.0,9.0,20.0,2.0,0.0,5.0,1.0,23.0,26.0,2018,148,124,2018-01-20,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
BKN,36.0,12.0,27.0,44.4,0.0,4.0,0.0,8.0,11.0,72.7,1.0,4.0,5.0,6.0,1.0,0.0,1.0,2.0,32.0,-10.0,2018,109,108,2018-01-23,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
WAS,37.0,19.0,29.0,65.5,1.0,3.0,33.3,7.0,10.0,70.0,0.0,6.0,6.0,6.0,2.0,0.0,6.0,3.0,46.0,0.0,2018,121,112,2018-01-25,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DET,36.0,13.0,22.0,59.1,3.0,4.0,75.0,2.0,4.0,50.0,4.0,7.0,11.0,13.0,2.0,0.0,6.0,3.0,31.0,20.0,2018,121,108,2018-01-27,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
PHI,41.0,14.0,33.0,42.4,1.0,6.0,16.7,8.0,11.0,72.7,2.0,7.0,9.0,14.0,2.0,0.0,2.0,3.0,37.0,22.0,2018,122,112,2018-01-28,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
WAS,36.0,5.0,18.0,27.8,1.0,4.0,25.0,2.0,2.0,100.0,2.0,4.0,6.0,10.0,4.0,0.0,7.0,3.0,13.0,-7.0,2018,96,102,2018-01-30,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
DEN,39.0,7.0,18.0,38.9,2.0,5.0,40.0,4.0,4.0,100.0,0.0,9.0,9.0,21.0,2.0,1.0,3.0,5.0,20.0,-8.0,2018,124,127,2018-02-01,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
NOP,36.0,7.0,21.0,33.3,1.0,7.0,14.3,1.0,1.0,100.0,2.0,9.0,11.0,14.0,1.0,0.0,9.0,3.0,16.0,-9.0,2018,100,114,2018-02-02,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
LAL,40.0,15.0,25.0,60.0,0.0,4.0,0.0,6.0,8.0,75.0,1.0,4.0,5.0,9.0,1.0,0.0,7.0,1.0,36.0,-10.0,2018,104,108,2018-02-04,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
GSW,36.0,13.0,26.0,50.0,2.0,5.0,40.0,6.0,6.0,100.0,0.0,9.0,9.0,9.0,0.0,0.0,4.0,2.0,34.0,21.0,2018,125,105,2018-02-06,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CLE,39.0,7.0,19.0,36.8,0.0,3.0,0.0,7.0,8.0,87.5,2.0,5.0,7.0,12.0,2.0,0.0,1.0,2.0,21.0,-3.0,2018,112,120,2018-02-13,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MEM,37.0,6.0,14.0,42.9,0.0,4.0,0.0,11.0,12.0,91.7,2.0,11.0,13.0,15.0,1.0,2.0,4.0,1.0,23.0,14.0,2018,121,114,2018-02-14,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
SAC,38.0,4.0,14.0,28.6,1.0,6.0,16.7,8.0,10.0,80.0,0.0,15.0,15.0,11.0,2.0,0.0,8.0,1.0,17.0,4.0,2018,110,107,2018-02-22,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
GSW,32.0,4.0,15.0,26.7,1.0,5.0,20.0,6.0,6.0,100.0,2.0,10.0,12.0,7.0,2.0,0.0,5.0,1.0,15.0,-19.0,2018,80,112,2018-02-24,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ORL,35.0,3.0,12.0,25.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,10.0,12.0,11.0,1.0,0.0,7.0,5.0,8.0,-5.0,2018,112,105,2018-02-26,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
DAL,42.0,11.0,25.0,44.0,0.0,5.0,0.0,8.0,9.0,88.9,3.0,8.0,11.0,7.0,3.0,1.0,9.0,3.0,30.0,8.0,2018,111,110,2018-02-28,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHX,40.0,16.0,25.0,64.0,2.0,4.0,50.0,9.0,11.0,81.8,7.0,7.0,14.0,8.0,1.0,1.0,5.0,2.0,43.0,2.0,2018,124,116,2018-03-02,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,35.0,12.0,31.0,38.7,1.0,5.0,20.0,5.0,7.0,71.4,2.0,9.0,11.0,6.0,0.0,1.0,4.0,4.0,30.0,-7.0,2018,100,108,2018-03-03,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
HOU,39.0,15.0,27.0,55.6,0.0,4.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,7.0,1.0,1.0,9.0,4.0,32.0,-4.0,2018,112,122,2018-03-06,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PHX,29.0,11.0,14.0,78.6,0.0,0.0,0.0,5.0,7.0,71.4,0.0,8.0,8.0,9.0,0.0,0.0,2.0,1.0,27.0,27.0,2018,115,87,2018-03-08,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SAS,36.0,7.0,15.0,46.7,0.0,1.0,0.0,7.0,11.0,63.6,1.0,11.0,12.0,10.0,1.0,0.0,5.0,1.0,21.0,1.0,2018,104,94,2018-03-10,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
SAC,36.0,7.0,19.0,36.8,2.0,3.0,66.7,1.0,3.0,33.3,0.0,10.0,10.0,11.0,0.0,0.0,2.0,2.0,17.0,4.0,2018,106,101,2018-03-12,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
ATL,35.0,12.0,20.0,60.0,0.0,0.0,0.0,8.0,10.0,80.0,4.0,8.0,12.0,12.0,1.0,1.0,4.0,3.0,32.0,20.0,2018,119,107,2018-03-13,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
LAC,37.0,7.0,17.0,41.2,0.0,1.0,0.0,2.0,2.0,100.0,1.0,9.0,10.0,11.0,0.0,0.0,6.0,3.0,16.0,-1.0,2018,121,113,2018-03-16,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
TOR,37.0,15.0,22.0,68.2,1.0,1.0,100.0,6.0,8.0,75.0,5.0,8.0,13.0,14.0,2.0,0.0,5.0,3.0,37.0,17.0,2018,132,125,2018-03-18,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
BOS,37.0,9.0,21.0,42.9,2.0,5.0,40.0,7.0,11.0,63.6,2.0,6.0,8.0,7.0,1.0,0.0,5.0,2.0,27.0,5.0,2018,99,100,2018-03-20,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MIA,36.0,9.0,15.0,60.0,2.0,2.0,100.0,9.0,10.0,90.0,0.0,13.0,13.0,8.0,1.0,0.0,5.0,4.0,29.0,-3.0,2018,105,99,2018-03-23,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,36.0,9.0,20.0,45.0,1.0,2.0,50.0,4.0,6.0,66.7,1.0,7.0,8.0,9.0,4.0,0.0,3.0,6.0,23.0,-2.0,2018,105,108,2018-03-25,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAS,38.0,7.0,19.0,36.8,0.0,4.0,0.0,5.0,8.0,62.5,1.0,10.0,11.0,5.0,3.0,1.0,7.0,5.0,19.0,7.0,2018,99,103,2018-03-29,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DEN,44.0,12.0,32.0,37.5,4.0,9.0,44.4,5.0,8.0,62.5,3.0,6.0,9.0,13.0,2.0,1.0,2.0,2.0,33.0,2.0,2018,125,126,2018-03-30,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NOP,37.0,9.0,17.0,52.9,0.0,1.0,0.0,8.0,11.0,72.7,1.0,14.0,15.0,13.0,2.0,0.0,7.0,5.0,26.0,15.0,2018,109,104,2018-04-01,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
GSW,41.0,15.0,26.0,57.7,3.0,7.0,42.9,11.0,12.0,91.7,5.0,11.0,16.0,6.0,2.0,0.0,6.0,3.0,44.0,3.0,2018,107,111,2018-04-03,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
HOU,38.0,10.0,28.0,35.7,1.0,3.0,33.3,3.0,5.0,60.0,5.0,2.0,7.0,10.0,4.0,1.0,4.0,4.0,24.0,3.0,2018,108,102,2018-04-07,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIA,38.0,8.0,21.0,38.1,2.0,5.0,40.0,5.0,6.0,83.3,3.0,15.0,18.0,13.0,1.0,0.0,6.0,3.0,23.0,12.0,2018,115,93,2018-04-09,10,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MEM,37.0,2.0,9.0,22.2,0.0,2.0,0.0,2.0,3.0,66.7,3.0,17.0,20.0,19.0,2.0,0.0,5.0,0.0,6.0,17.0,2018,137,123,2018-04-11,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
UTA,37.0,10.0,25.0,40.0,0.0,4.0,0.0,9.0,9.0,100.0,1.0,12.0,13.0,8.0,1.0,0.0,5.0,4.0,29.0,-1.0,2018,116,108,2018-04-15,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
UTA,37.0,7.0,19.0,36.8,2.0,3.0,66.7,3.0,4.0,75.0,1.0,8.0,9.0,13.0,4.0,0.0,3.0,4.0,19.0,-5.0,2018,95,102,2018-04-18,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
UTA,37.0,5.0,17.0,29.4,1.0,4.0,25.0,3.0,4.0,75.0,1.0,10.0,11.0,9.0,2.0,0.0,8.0,2.0,14.0,-25.0,2018,102,115,2018-04-21,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
UTA,36.0,7.0,18.0,38.9,0.0,3.0,0.0,9.0,11.0,81.8,4.0,10.0,14.0,3.0,0.0,0.0,5.0,5.0,23.0,-14.0,2018,96,113,2018-04-23,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
UTA,44.0,17.0,39.0,43.6,5.0,9.0,55.6,6.0,6.0,100.0,3.0,12.0,15.0,7.0,0.0,0.0,5.0,3.0,45.0,10.0,2018,107,99,2018-04-25,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
UTA,44.0,18.0,43.0,41.9,7.0,19.0,36.8,3.0,6.0,50.0,1.0,9.0,10.0,5.0,2.0,0.0,5.0,3.0,46.0,-1.0,2018,91,96,2018-04-27,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
SAC,35.0,13.0,23.0,56.5,1.0,6.0,16.7,5.0,11.0,45.5,2.0,10.0,12.0,8.0,0.0,0.0,5.0,2.0,32.0,-13.0,2018,120,131,2018-10-21,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
BOS,32.0,5.0,20.0,25.0,0.0,5.0,0.0,3.0,5.0,60.0,1.0,14.0,15.0,8.0,0.0,0.0,5.0,5.0,13.0,-5.0,2018,95,101,2018-10-25,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PHX,31.0,8.0,13.0,61.5,0.0,0.0,0.0,7.0,10.0,70.0,1.0,8.0,9.0,7.0,4.0,0.0,6.0,3.0,23.0,8.0,2018,117,110,2018-10-28,11,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,34.0,13.0,25.0,52.0,1.0,3.0,33.3,5.0,7.0,71.4,2.0,2.0,4.0,8.0,3.0,1.0,3.0,4.0,32.0,18.0,2018,128,110,2018-10-30,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
