Opponent,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-,Year,Team score,Opponent score,date,Season,Lose,Win,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,HOU,LAC,LAL,OKC,WAS,Playoff,Regular
POR,28.0,7.0,11.0,63.6,0.0,0.0,0.0,3.0,6.0,50.0,2.0,8.0,10.0,16.0,2.0,1.0,0.0,2.0,17.0,16.0,2016,128,94,2016-03-14,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
BOS,26.0,8.0,16.0,50.0,4.0,7.0,57.1,4.0,8.0,50.0,1.0,4.0,5.0,5.0,3.0,0.0,2.0,1.0,24.0,15.0,2016,130,109,2016-03-16,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHI,32.0,8.0,20.0,40.0,2.0,5.0,40.0,2.0,4.0,50.0,3.0,12.0,15.0,10.0,1.0,2.0,5.0,2.0,20.0,25.0,2016,111,97,2016-03-18,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND,36.0,4.0,17.0,23.5,3.0,9.0,33.3,3.0,4.0,75.0,3.0,8.0,11.0,14.0,1.0,0.0,7.0,4.0,14.0,-2.0,2016,115,111,2016-03-19,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
HOU,37.0,7.0,18.0,38.9,0.0,7.0,0.0,7.0,8.0,87.5,3.0,9.0,12.0,15.0,1.0,0.0,4.0,1.0,21.0,-5.0,2016,111,107,2016-03-22,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
UTA,27.0,6.0,15.0,40.0,1.0,3.0,33.3,2.0,3.0,66.7,1.0,6.0,7.0,9.0,3.0,0.0,2.0,1.0,15.0,16.0,2016,113,91,2016-03-24,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SAS,34.0,10.0,18.0,55.6,0.0,2.0,0.0,9.0,9.0,100.0,2.0,4.0,6.0,8.0,1.0,0.0,2.0,1.0,29.0,30.0,2016,111,92,2016-03-26,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
TOR,34.0,10.0,16.0,62.5,1.0,3.0,33.3,5.0,8.0,62.5,3.0,7.0,10.0,12.0,1.0,0.0,3.0,1.0,26.0,35.0,2016,119,100,2016-03-28,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
DET,35.0,8.0,28.0,28.6,2.0,8.0,25.0,6.0,9.0,66.7,2.0,2.0,4.0,6.0,1.0,0.0,3.0,4.0,24.0,-20.0,2016,82,88,2016-03-29,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
LAC,36.0,8.0,18.0,44.4,3.0,7.0,42.9,7.0,7.0,100.0,1.0,7.0,8.0,11.0,4.0,0.0,5.0,0.0,26.0,-4.0,2016,119,117,2016-03-31,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
HOU,37.0,8.0,15.0,53.3,1.0,4.0,25.0,6.0,7.0,85.7,3.0,10.0,13.0,9.0,2.0,0.0,8.0,3.0,23.0,-6.0,2016,110,118,2016-04-03,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DEN,27.0,4.0,9.0,44.4,2.0,4.0,50.0,3.0,5.0,60.0,3.0,11.0,14.0,12.0,2.0,0.0,5.0,1.0,13.0,26.0,2016,124,102,2016-04-05,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SAC,34.0,7.0,15.0,46.7,1.0,5.0,20.0,9.0,10.0,90.0,1.0,4.0,5.0,10.0,1.0,0.0,8.0,5.0,24.0,3.0,2016,112,114,2016-04-09,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
LAL,28.0,5.0,13.0,38.5,0.0,5.0,0.0,3.0,5.0,60.0,0.0,10.0,10.0,14.0,1.0,0.0,3.0,2.0,13.0,27.0,2016,112,79,2016-04-11,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
DAL,30.0,7.0,15.0,46.7,2.0,7.0,28.6,8.0,8.0,100.0,1.0,4.0,5.0,11.0,1.0,0.0,5.0,1.0,24.0,39.0,2016,108,70,2016-04-16,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
DAL,38.0,8.0,22.0,36.4,1.0,6.0,16.7,2.0,4.0,50.0,6.0,8.0,14.0,6.0,2.0,0.0,4.0,4.0,19.0,5.0,2016,84,85,2016-04-18,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
DAL,34.0,9.0,16.0,56.3,2.0,3.0,66.7,6.0,9.0,66.7,0.0,0.0,0.0,15.0,2.0,1.0,6.0,4.0,26.0,29.0,2016,131,102,2016-04-21,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
DAL,39.0,7.0,19.0,36.8,3.0,5.0,60.0,8.0,12.0,66.7,3.0,2.0,5.0,15.0,2.0,0.0,2.0,0.0,25.0,4.0,2016,119,108,2016-04-23,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
DAL,38.0,13.0,23.0,56.5,3.0,8.0,37.5,7.0,8.0,87.5,3.0,9.0,12.0,9.0,1.0,0.0,3.0,1.0,36.0,24.0,2016,118,104,2016-04-25,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
SAS,30.0,5.0,19.0,26.3,0.0,3.0,0.0,4.0,4.0,100.0,1.0,1.0,2.0,9.0,2.0,0.0,2.0,1.0,14.0,-29.0,2016,92,124,2016-04-30,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
SAS,37.0,11.0,25.0,44.0,1.0,6.0,16.7,6.0,8.0,75.0,1.0,6.0,7.0,10.0,2.0,1.0,3.0,3.0,29.0,10.0,2016,98,97,2016-05-02,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
SAS,39.0,10.0,31.0,32.3,3.0,10.0,30.0,8.0,8.0,100.0,4.0,5.0,9.0,8.0,1.0,0.0,5.0,3.0,31.0,-5.0,2016,96,100,2016-05-06,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
SAS,38.0,5.0,18.0,27.8,1.0,3.0,33.3,3.0,4.0,75.0,3.0,4.0,7.0,15.0,3.0,0.0,3.0,2.0,14.0,18.0,2016,111,97,2016-05-08,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
SAS,39.0,12.0,27.0,44.4,3.0,7.0,42.9,8.0,8.0,100.0,4.0,7.0,11.0,9.0,2.0,0.0,8.0,4.0,35.0,-4.0,2016,95,91,2016-05-10,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
SAS,38.0,10.0,21.0,47.6,2.0,6.0,33.3,6.0,6.0,100.0,1.0,2.0,3.0,12.0,2.0,0.0,6.0,3.0,28.0,14.0,2016,113,99,2016-05-12,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
GSW,40.0,7.0,21.0,33.3,2.0,4.0,50.0,11.0,14.0,78.6,1.0,5.0,6.0,12.0,7.0,0.0,3.0,2.0,27.0,8.0,2016,108,102,2016-05-16,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
GSW,31.0,5.0,14.0,35.7,1.0,5.0,20.0,5.0,5.0,100.0,1.0,0.0,1.0,12.0,2.0,0.0,3.0,1.0,16.0,-27.0,2016,91,118,2016-05-18,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
GSW,32.0,10.0,19.0,52.6,1.0,5.0,20.0,9.0,11.0,81.8,2.0,6.0,8.0,12.0,2.0,0.0,4.0,3.0,30.0,41.0,2016,133,105,2016-05-22,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
GSW,41.0,12.0,27.0,44.4,4.0,8.0,50.0,8.0,8.0,100.0,5.0,6.0,11.0,11.0,4.0,0.0,6.0,1.0,36.0,26.0,2016,118,94,2016-05-24,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
GSW,41.0,11.0,28.0,39.3,3.0,8.0,37.5,6.0,9.0,66.7,2.0,5.0,7.0,8.0,5.0,0.0,7.0,5.0,31.0,-9.0,2016,111,120,2016-05-26,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
GSW,44.0,10.0,27.0,37.0,0.0,5.0,0.0,8.0,10.0,80.0,3.0,6.0,9.0,11.0,4.0,0.0,5.0,2.0,28.0,-11.0,2016,101,108,2016-05-28,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
GSW,45.0,7.0,21.0,33.3,2.0,6.0,33.3,3.0,4.0,75.0,0.0,7.0,7.0,13.0,2.0,0.0,3.0,3.0,19.0,-14.0,2016,88,96,2016-05-30,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
PHI,36.0,11.0,21.0,52.4,1.0,2.0,50.0,9.0,11.0,81.8,1.0,11.0,12.0,9.0,0.0,0.0,2.0,2.0,32.0,10.0,2016,103,97,2016-10-26,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHX,45.0,17.0,44.0,38.6,2.0,10.0,20.0,15.0,20.0,75.0,3.0,10.0,13.0,10.0,2.0,0.0,5.0,3.0,51.0,7.0,2016,113,110,2016-10-28,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
LAL,34.0,11.0,21.0,52.4,5.0,6.0,83.3,6.0,6.0,100.0,4.0,7.0,11.0,16.0,1.0,1.0,7.0,3.0,33.0,10.0,2016,113,96,2016-10-30,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,33.0,14.0,30.0,46.7,0.0,7.0,0.0,7.0,9.0,77.8,1.0,5.0,6.0,5.0,3.0,0.0,10.0,4.0,35.0,12.0,2016,85,83,2016-11-02,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
GSW,29.0,4.0,15.0,26.7,2.0,4.0,50.0,10.0,14.0,71.4,1.0,5.0,6.0,10.0,1.0,2.0,6.0,3.0,20.0,-9.0,2016,96,122,2016-11-03,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MIN,28.0,9.0,18.0,50.0,4.0,5.0,80.0,6.0,8.0,75.0,2.0,4.0,6.0,8.0,3.0,0.0,2.0,3.0,28.0,24.0,2016,112,92,2016-11-05,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIA,27.0,5.0,16.0,31.3,1.0,6.0,16.7,3.0,3.0,100.0,2.0,3.0,5.0,11.0,0.0,0.0,5.0,2.0,14.0,24.0,2016,97,85,2016-11-07,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
TOR,39.0,9.0,26.0,34.6,3.0,12.0,25.0,15.0,18.0,83.3,2.0,5.0,7.0,7.0,1.0,2.0,8.0,2.0,36.0,-3.0,2016,102,112,2016-11-09,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAC,35.0,9.0,25.0,36.0,3.0,5.0,60.0,8.0,9.0,88.9,1.0,13.0,14.0,9.0,1.0,0.0,4.0,5.0,29.0,-5.0,2016,108,110,2016-11-11,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
ORL,38.0,14.0,21.0,66.7,0.0,3.0,0.0,13.0,18.0,72.2,2.0,10.0,12.0,16.0,0.0,0.0,2.0,2.0,41.0,9.0,2016,117,119,2016-11-13,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
DET,34.0,11.0,21.0,52.4,0.0,2.0,0.0,11.0,12.0,91.7,2.0,13.0,15.0,8.0,0.0,0.0,7.0,4.0,33.0,-7.0,2016,88,104,2016-11-14,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
HOU,36.0,9.0,20.0,45.0,2.0,4.0,50.0,10.0,11.0,90.9,1.0,6.0,7.0,9.0,2.0,0.0,6.0,0.0,30.0,12.0,2016,105,103,2016-11-16,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
BKN,34.0,13.0,21.0,61.9,0.0,1.0,0.0,4.0,5.0,80.0,3.0,7.0,10.0,13.0,1.0,0.0,3.0,0.0,30.0,21.0,2016,124,105,2016-11-18,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
IND,40.0,13.0,34.0,38.2,2.0,8.0,25.0,3.0,5.0,60.0,5.0,6.0,11.0,15.0,1.0,0.0,7.0,3.0,31.0,-18.0,2016,111,115,2016-11-20,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAL,36.0,13.0,30.0,43.3,4.0,9.0,44.4,4.0,5.0,80.0,3.0,5.0,8.0,13.0,2.0,0.0,8.0,3.0,34.0,9.0,2016,109,111,2016-11-22,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SAC,35.0,7.0,18.0,38.9,1.0,5.0,20.0,16.0,19.0,84.2,1.0,10.0,11.0,9.0,2.0,0.0,3.0,1.0,31.0,-7.0,2016,101,116,2016-11-23,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DEN,41.0,9.0,25.0,36.0,3.0,4.0,75.0,15.0,17.0,88.2,1.0,10.0,11.0,17.0,1.0,1.0,7.0,3.0,36.0,10.0,2016,132,129,2016-11-25,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DET,37.0,8.0,22.0,36.4,0.0,5.0,0.0,1.0,2.0,50.0,3.0,10.0,13.0,15.0,1.0,1.0,5.0,2.0,17.0,14.0,2016,106,88,2016-11-26,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
NYK,36.0,9.0,23.0,39.1,2.0,3.0,66.7,7.0,7.0,100.0,5.0,12.0,17.0,14.0,2.0,0.0,7.0,3.0,27.0,5.0,2016,112,103,2016-11-28,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
WAS,41.0,12.0,35.0,34.3,1.0,6.0,16.7,10.0,10.0,100.0,4.0,10.0,14.0,11.0,2.0,0.0,5.0,3.0,35.0,4.0,2016,126,115,2016-11-30,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
NOP,38.0,10.0,23.0,43.5,2.0,8.0,25.0,6.0,9.0,66.7,1.0,16.0,17.0,12.0,1.0,0.0,10.0,1.0,28.0,13.0,2016,101,92,2016-12-04,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ATL,34.0,10.0,22.0,45.5,3.0,8.0,37.5,9.0,14.0,64.3,1.0,12.0,13.0,12.0,1.0,1.0,4.0,1.0,32.0,-4.0,2016,102,99,2016-12-05,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
HOU,36.0,8.0,25.0,32.0,0.0,7.0,0.0,11.0,12.0,91.7,1.0,9.0,10.0,10.0,3.0,0.0,8.0,3.0,27.0,-2.0,2016,99,102,2016-12-09,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
BOS,36.0,14.0,26.0,53.8,2.0,5.0,40.0,7.0,12.0,58.3,3.0,9.0,12.0,6.0,2.0,0.0,7.0,3.0,37.0,9.0,2016,99,96,2016-12-11,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
POR,27.0,7.0,19.0,36.8,2.0,5.0,40.0,4.0,4.0,100.0,2.0,4.0,6.0,6.0,0.0,0.0,4.0,1.0,20.0,-10.0,2016,95,114,2016-12-13,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
UTA,31.0,7.0,25.0,28.0,2.0,5.0,40.0,11.0,13.0,84.6,1.0,5.0,6.0,5.0,1.0,0.0,5.0,4.0,27.0,-6.0,2016,89,109,2016-12-14,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
PHX,34.0,9.0,17.0,52.9,1.0,2.0,50.0,7.0,7.0,100.0,0.0,11.0,11.0,22.0,2.0,1.0,5.0,3.0,26.0,16.0,2016,114,101,2016-12-17,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ATL,35.0,16.0,33.0,48.5,3.0,10.0,30.0,11.0,13.0,84.6,2.0,9.0,11.0,7.0,1.0,0.0,4.0,2.0,46.0,-2.0,2016,108,110,2016-12-19,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NOP,34.0,12.0,26.0,46.2,2.0,7.0,28.6,16.0,18.0,88.9,1.0,9.0,10.0,7.0,1.0,0.0,4.0,2.0,42.0,-4.0,2016,121,110,2016-12-21,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
BOS,35.0,13.0,25.0,52.0,5.0,7.0,71.4,14.0,16.0,87.5,1.0,10.0,11.0,11.0,1.0,0.0,4.0,1.0,45.0,10.0,2016,117,112,2016-12-23,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
MIN,33.0,11.0,25.0,44.0,1.0,4.0,25.0,8.0,9.0,88.9,3.0,4.0,7.0,15.0,1.0,1.0,5.0,2.0,31.0,12.0,2016,112,100,2016-12-25,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MIA,37.0,11.0,22.0,50.0,0.0,1.0,0.0,7.0,10.0,70.0,0.0,17.0,17.0,11.0,0.0,0.0,7.0,0.0,29.0,12.0,2016,106,94,2016-12-27,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MEM,23.0,6.0,19.0,31.6,2.0,6.0,33.3,7.0,10.0,70.0,2.0,3.0,5.0,0.0,2.0,0.0,6.0,3.0,21.0,-11.0,2016,80,114,2016-12-29,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LAC,29.0,6.0,11.0,54.5,0.0,2.0,0.0,5.0,6.0,83.3,0.0,12.0,12.0,14.0,2.0,0.0,1.0,0.0,17.0,26.0,2016,114,88,2016-12-31,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
MIL,36.0,9.0,28.0,32.1,2.0,10.0,20.0,10.0,11.0,90.9,0.0,7.0,7.0,6.0,3.0,0.0,5.0,3.0,30.0,3.0,2017,94,98,2017-01-02,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
CHA,34.0,10.0,31.0,32.3,2.0,12.0,16.7,11.0,13.0,84.6,3.0,12.0,15.0,8.0,2.0,1.0,4.0,5.0,33.0,-8.0,2017,112,123,2017-01-04,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
HOU,38.0,16.0,34.0,47.1,8.0,15.0,53.3,9.0,11.0,81.8,1.0,7.0,8.0,5.0,2.0,0.0,5.0,2.0,49.0,2.0,2017,116,118,2017-01-05,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
DEN,35.0,10.0,20.0,50.0,7.0,12.0,58.3,5.0,6.0,83.3,2.0,15.0,17.0,11.0,3.0,0.0,5.0,3.0,32.0,24.0,2017,121,106,2017-01-07,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
CHI,33.0,9.0,18.0,50.0,1.0,7.0,14.3,2.0,3.0,66.7,0.0,9.0,9.0,14.0,1.0,0.0,4.0,2.0,21.0,10.0,2017,109,94,2017-01-09,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
MEM,37.0,6.0,20.0,30.0,0.0,7.0,0.0,12.0,15.0,80.0,1.0,12.0,13.0,12.0,2.0,1.0,6.0,1.0,24.0,13.0,2017,103,95,2017-01-11,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MIN,36.0,7.0,23.0,30.4,1.0,10.0,10.0,6.0,7.0,85.7,3.0,8.0,11.0,12.0,2.0,0.0,10.0,3.0,21.0,-10.0,2017,86,96,2017-01-13,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
SAC,36.0,11.0,21.0,52.4,4.0,5.0,80.0,10.0,11.0,90.9,2.0,9.0,11.0,10.0,4.0,0.0,7.0,1.0,36.0,-1.0,2017,122,118,2017-01-15,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
LAC,29.0,7.0,19.0,36.8,2.0,7.0,28.6,8.0,9.0,88.9,1.0,4.0,5.0,4.0,2.0,0.0,4.0,2.0,24.0,-20.0,2017,98,120,2017-01-16,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
GSW,35.0,8.0,23.0,34.8,1.0,6.0,16.7,10.0,11.0,90.9,4.0,11.0,15.0,13.0,2.0,2.0,10.0,5.0,27.0,-19.0,2017,100,121,2017-01-18,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
UTA,36.0,11.0,29.0,37.9,3.0,7.0,42.9,13.0,17.0,76.5,1.0,10.0,11.0,10.0,4.0,1.0,6.0,3.0,38.0,4.0,2017,97,95,2017-01-23,9,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NOP,36.0,7.0,22.0,31.8,4.0,9.0,44.4,9.0,12.0,75.0,1.0,11.0,12.0,10.0,1.0,1.0,8.0,3.0,27.0,-1.0,2017,114,105,2017-01-25,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
DAL,35.0,16.0,29.0,55.2,4.0,8.0,50.0,9.0,11.0,81.8,1.0,7.0,8.0,3.0,2.0,0.0,4.0,2.0,45.0,19.0,2017,109,98,2017-01-26,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
CLE,36.0,7.0,26.0,26.9,1.0,6.0,16.7,5.0,8.0,62.5,5.0,7.0,12.0,10.0,1.0,1.0,4.0,3.0,20.0,-19.0,2017,91,107,2017-01-29,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
SAS,34.0,7.0,17.0,41.2,3.0,7.0,42.9,10.0,10.0,100.0,1.0,5.0,6.0,14.0,1.0,0.0,6.0,4.0,27.0,8.0,2017,94,108,2017-01-31,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
CHI,29.0,10.0,23.0,43.5,2.0,7.0,28.6,6.0,8.0,75.0,1.0,4.0,5.0,8.0,2.0,1.0,3.0,1.0,28.0,-23.0,2017,100,128,2017-02-01,9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
MEM,38.0,8.0,20.0,40.0,5.0,7.0,71.4,17.0,17.0,100.0,2.0,11.0,13.0,12.0,3.0,0.0,5.0,2.0,38.0,17.0,2017,114,102,2017-02-03,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
POR,35.0,16.0,34.0,47.1,1.0,6.0,16.7,9.0,11.0,81.8,1.0,3.0,4.0,8.0,0.0,0.0,4.0,3.0,42.0,7.0,2017,105,99,2017-02-05,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
IND,37.0,10.0,27.0,37.0,4.0,10.0,40.0,3.0,4.0,75.0,2.0,16.0,18.0,9.0,1.0,2.0,4.0,3.0,27.0,1.0,2017,90,93,2017-02-06,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
CLE,35.0,11.0,27.0,40.7,2.0,6.0,33.3,5.0,5.0,100.0,1.0,11.0,12.0,11.0,4.0,0.0,7.0,4.0,29.0,3.0,2017,118,109,2017-02-09,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
GSW,37.0,14.0,26.0,53.8,3.0,10.0,30.0,16.0,18.0,88.9,1.0,10.0,11.0,8.0,1.0,0.0,11.0,5.0,47.0,-13.0,2017,114,130,2017-02-11,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
WAS,24.0,5.0,19.0,26.3,0.0,4.0,0.0,7.0,7.0,100.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,17.0,-36.0,2017,98,120,2017-02-13,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
NYK,38.0,13.0,22.0,59.1,3.0,5.0,60.0,9.0,13.0,69.2,3.0,11.0,14.0,12.0,3.0,1.0,6.0,0.0,38.0,13.0,2017,116,105,2017-02-15,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
LAL,35.0,4.0,18.0,22.2,1.0,5.0,20.0,8.0,9.0,88.9,2.0,16.0,18.0,17.0,3.0,0.0,6.0,1.0,17.0,19.0,2017,110,93,2017-02-24,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
NOP,37.0,14.0,29.0,48.3,2.0,8.0,25.0,11.0,12.0,91.7,2.0,9.0,11.0,11.0,1.0,0.0,9.0,2.0,41.0,3.0,2017,118,110,2017-02-26,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
UTA,39.0,13.0,28.0,46.4,6.0,9.0,66.7,11.0,12.0,91.7,0.0,11.0,11.0,10.0,0.0,0.0,8.0,1.0,43.0,10.0,2017,109,106,2017-02-28,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
POR,37.0,12.0,36.0,33.3,6.0,16.0,37.5,15.0,15.0,100.0,2.0,5.0,7.0,4.0,1.0,1.0,4.0,0.0,45.0,-7.0,2017,109,114,2017-03-02,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PHX,38.0,14.0,30.0,46.7,3.0,12.0,25.0,17.0,18.0,94.4,1.0,16.0,17.0,9.0,3.0,0.0,4.0,4.0,48.0,10.0,2017,111,118,2017-03-03,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
DAL,34.0,8.0,24.0,33.3,2.0,10.0,20.0,11.0,13.0,84.6,0.0,6.0,6.0,5.0,2.0,1.0,1.0,4.0,29.0,-14.0,2017,89,104,2017-03-05,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
POR,36.0,21.0,39.0,53.8,3.0,9.0,33.3,13.0,16.0,81.3,1.0,2.0,3.0,9.0,3.0,1.0,4.0,4.0,58.0,7.0,2017,121,126,2017-03-07,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SAS,35.0,7.0,21.0,33.3,1.0,6.0,16.7,8.0,9.0,88.9,3.0,10.0,13.0,13.0,2.0,0.0,3.0,2.0,23.0,12.0,2017,102,92,2017-03-09,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
UTA,36.0,9.0,26.0,34.6,3.0,10.0,30.0,12.0,13.0,92.3,1.0,10.0,11.0,14.0,2.0,2.0,5.0,1.0,33.0,12.0,2017,112,104,2017-03-11,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
BKN,35.0,6.0,18.0,33.3,2.0,7.0,28.6,11.0,13.0,84.6,1.0,11.0,12.0,19.0,2.0,1.0,5.0,3.0,25.0,7.0,2017,122,104,2017-03-14,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
TOR,28.0,8.0,17.0,47.1,4.0,8.0,50.0,4.0,4.0,100.0,0.0,10.0,10.0,16.0,1.0,0.0,2.0,2.0,24.0,26.0,2017,123,102,2017-03-16,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SAC,36.0,9.0,20.0,45.0,4.0,9.0,44.4,6.0,7.0,85.7,3.0,5.0,8.0,10.0,4.0,0.0,7.0,1.0,28.0,13.0,2017,110,94,2017-03-18,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
GSW,27.0,4.0,16.0,25.0,1.0,6.0,16.7,6.0,7.0,85.7,0.0,8.0,8.0,7.0,2.0,0.0,5.0,4.0,15.0,-25.0,2017,95,111,2017-03-20,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
PHI,28.0,6.0,6.0,100.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,11.0,11.0,14.0,0.0,2.0,5.0,1.0,18.0,21.0,2017,122,97,2017-03-22,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
HOU,39.0,13.0,24.0,54.2,3.0,9.0,33.3,10.0,16.0,62.5,0.0,11.0,11.0,13.0,0.0,0.0,5.0,4.0,39.0,-14.0,2017,125,137,2017-03-26,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
